FoodCode	Main.food.description	ModCode
56203232	Oatmeal, cooked, quick (1 or 3 minutes), made with milk, NS as to fat added in cooking	0
56203233	Oatmeal, cooked, instant, made with milk, NS as to fat added in cooking	0
56203540	Oatmeal, made with milk and sugar, Puerto Rican style	0
56203600	Oatmeal, multigrain, cooked, NS as to fat added in cooking	0
56203610	Oatmeal, multigrain, cooked, fat not added in cooking	0
56203620	Oatmeal, multigrain, cooked, fat added in cooking	0
56204000	Quinoa, cooked, NS as to fat added in cooking	0
56204005	Quinoa, cooked, fat not added in cooking	0
56204010	Quinoa, cooked, fat added in cooking	0
56205000	Rice, cooked, NFS	0
56205002	Rice, white, cooked, fat added in cooking, made with oil	0
56205004	Rice, white, cooked, fat added in cooking, made with butter	0
56205006	Rice, white, cooked, fat added in cooking, made with margarine	0
56205008	Rice, white, cooked, fat not added in cooking	0
56205012	Rice, brown, cooked, fat added in cooking, made with oil	0
56205014	Rice, brown, cooked, fat added in cooking, made with butter	0
56205016	Rice, brown, cooked, fat added in cooking, made with margarine	0
56205018	Rice, brown, cooked, fat not added in cooking	0
56205050	Rice, cream of, cooked, fat not added in cooking	0
56205060	Rice, cooked, with milk	0
56205070	Rice, sweet (rice, cooked, with honey)	0
56205080	Rice, creamed, made with milk and sugar, Puerto Rican style	0
56205090	Rice, cream of, cooked, fat added in cooking	0
56205130	Yellow rice, cooked, NS as to fat added in cooking	0
56205150	Yellow rice, cooked, fat not added in cooking	0
56205170	Yellow rice, cooked, fat added in cooking	0
56205190	Rice, white, cooked, glutinous	0
56205200	Rice, frozen dessert, nondairy, flavors other than chocolate	0
56205205	Rice, wild, 100%, cooked, NS as to fat added in cooking	0
56205210	Rice, wild, 100%, cooked, fat not added in cooking	0
56205215	Rice, wild, 100%, cooked, fat added in cooking	0
56205230	Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered	0
56205240	Rice dessert bar, frozen, chocolate, nondairy, chocolate covered	0
56205300	Rice, white and wild, cooked, fat not added in cooking	0
56205310	Rice, brown and wild, cooked, fat not added in cooking	0
56205320	Rice, white and wild, cooked, fat added in cooking	0
56205330	Rice, white and wild, cooked, NS as to fat added in cooking	0
56205340	Rice, brown and wild, cooked, fat added in cooking	0
56205350	Rice, brown and wild, cooked, NS as to fat added in cooking	0
56205410	Rice, white, cooked with (fat) oil, Puerto Rican style (Arroz blanco)	0
56206970	Wheat, cream of, cooked, quick, NS as to fat added in cooking	0
56206980	Wheat, cream of, cooked, regular, NS as to fat added in cooking	0
56206990	Wheat, cream of, cooked, NS as to regular, quick, or instant, NS as to fat added in cooking	0
56207000	Wheat, cream of, cooked, NS as to regular, quick, or instant, fat not added in cooking	0
56207010	Wheat, cream of, cooked, regular, fat not added in cooking	0
56207020	Wheat, cream of, cooked, quick, fat not added in cooking	0
56207030	Wheat, cream of, cooked, instant, fat not added in cooking	0
56207040	Wheat, cream of, cooked, made with milk	0
56207050	Wheat, cream of, cooked, made with milk and sugar, Puerto Rican style	0
56207060	Wheat, cream of, cooked, instant, fat added in cooking	0
56207070	Wheat, cream of, cooked, instant, NS as to fat added in cooking	0
56207080	Wheat, cream of, cooked, NS as to regular, quick, or instant, fat added in cooking	0
56207100	Wheat, rolled, cooked, fat not added in cooking	0
56207110	Bulgur, cooked or canned, fat not added in cooking	0
56207120	Bulgur, cooked or canned, fat added in cooking	0
56207130	Bulgur, cooked or canned, NS as to fat added in cooking	0
56207140	Wheat, rolled, cooked, NS as to fat added in cooking	0
56207150	Couscous, plain, cooked, fat not added in cooking	0
56207160	Couscous, plain, cooked, NS as to fat added in cooking	0
56207180	Couscous, plain, cooked, fat added in cooking	0
56207190	Whole wheat cereal, cooked, NS as to fat added in cooking	0
56207200	Whole wheat cereal, cooked, fat not added in cooking	0
56207210	Whole wheat cereal, cooked, fat added in cooking	0
56207220	Wheat, cream of, cooked, regular, fat added in cooking	0
56207230	Wheat, cream of, cooked, quick, fat added in cooking	0
56207300	Whole wheat cereal, wheat and barley, cooked, fat not added in cooking	0
56207330	Whole wheat cereal, wheat and barley, cooked, fat added in cooking	0
56207340	Whole wheat cereal, wheat and barley, cooked, NS as to fat added in cooking	0
56207350	Wheat cereal, chocolate flavored, cooked, made with milk	0
56207360	Wheat cereal, chocolate flavored, cooked, fat not added in cooking	0
56207370	Wheat cereal, chocolate flavored, cooked, NS as to fat added in cooking	0
56208500	Oat bran cereal, cooked, fat not added in cooking	0
56208510	Oat bran cereal, cooked, fat added in cooking	0
56208520	Oat bran cereal, cooked, NS as to fat added in cooking	0
56208530	Oat bran cereal, cooked, made with milk, fat not added in cooking	0
56208540	Oat bran cereal, cooked, made with milk, fat added in cooking	0
56208550	Oat bran cereal, cooked, made with milk, NS as to fat added in cooking	0
56209000	Rye, cream of, cooked	0
56210000	Nestum cereal	0
57000000	Cereal, NFS	0
57000050	Kashi cereal, NS as to ready to eat or cooked	0
57000100	Oat cereal, NFS	0
57100100	Cereal, ready-to-eat, NFS	0
57101000	All-Bran	0
57102000	Alpen	0
57103000	Alpha-Bits	0
57103020	Alpha-bits with marshmallows	0
57103050	Amaranth Flakes	0
57103100	Apple Cinnamon Cheerios	0
57104000	Apple Jacks	0
57106050	Banana Nut Crunch Cereal (Post)	0
57106060	Banana Nut Cheerios	0
57106100	Basic 4	0
57106250	Berry Berry Kix	0
57106260	Berry Burst Cheerios	0
57106530	Blueberry Morning, Post	0
57107000	Booberry	0
57110000	All-Bran Bran Buds, Kelloggs (formerly Bran Buds)	0
57111000	Bran Chex	0
57117000	Capn Crunch	0
57117500	Capn Crunchs Christmas Crunch	0
57119000	Capn Crunchs Crunch Berries	0
57120000	Capn Crunchs Peanut Butter Crunch	0
57123000	Cheerios	0
57124000	Chex cereal, NFS	0
57124050	Chex Cinnamon	0
57124100	Chocolate Cheerios	0
57124200	Chocolate flavored frosted puffed corn cereal	0
57124300	Chocolate Lucky Charms	0
57125000	Cinnamon Toast Crunch	0
57125010	Cinnamon Toast Crunch Reduced Sugar	0
57125900	Honey Nut Clusters (formerly called Clusters)	0
57126000	Cocoa Krispies	0
57127000	Cocoa Pebbles	0
57128000	Cocoa Puffs	0
57128005	Cocoa Puffs, reduced sugar	0
57130000	Cookie-Crisp	0
57131000	Crunchy Corn Bran, Quaker	0
57132000	Corn Chex	0
57134000	Corn flakes, NFS	0
57134090	Corn flakes, low sodium	0
57135000	Corn flakes, Kelloggs	0
57137000	Corn Puffs	0
57139000	Count Chocula	0
57143000	Cracklin Oat Bran	0
57143500	Cranberry Almond Crunch, Post	0
57144000	Crisp Crunch	0
57148000	Crispix	0
57148500	Crispy Brown Rice Cereal	0
57151000	Crispy Rice	0
57201900	Dora the Explorer Cereal	0
57206000	Familia	0
57206700	Fiber One	0
57206705	Fiber One Caramel Delight	0
57206710	Fiber One Honey Clusters	0
57206715	Fiber One Raisin Bran Clusters	0
57206800	Fiber 7 Flakes, Health Valley	0
57207000	Bran Flakes, NFS (formerly 40% Bran Flakes, NFS)	0
57208000	All-Bran Complete Wheat Flakes, Kelloggs	0
57209000	Natural Bran Flakes, Post (formerly called 40% Bran Flakes, Post)	0
57211000	Frankenberry	0
57213000	Froot Loops	0
57213850	Frosted Cheerios	0
57214000	Frosted Mini-Wheats	0
57214100	Frosted Wheat Bites	0
57215000	Frosty Os	0
57216000	Frosted rice, NFS	0
57218000	Frosted Rice Krispies, Kelloggs	0
57219000	Fruit  Fibre (fiber), NFS	0
57221000	Fruit  Fibre (fiber) with dates, raisins, and walnuts	0
57221650	Fruit Harvest cereal, Kelloggs	0
57221700	Fruit Rings, NFS	0
57221800	Fruit Whirls	0
57221810	Fruity Cheerios	0
57223000	Fruity Pebbles	0
57224000	Golden Grahams	0
57227000	Granola, NFS	0
57228000	Granola, homemade	0
57229000	Granola, lowfat, Kelloggs	0
57229500	Granola with Raisins, lowfat, Kelloggs	0
57230000	Grape-Nuts	0
57231000	Grape-Nuts Flakes	0
57231100	Grape-Nuts Trail Mix Crunch	0
57231200	Great Grains, Raisin, Date, and Pecan Whole Grain Cereal, Post	0
57231250	Great Grains Double Pecan Whole Grain Cereal, Post	0
57237100	Honey Bunches of Oats Honey Roasted Cereal	0
57237200	Honey Bunches of Oats with Vanilla Clusters, Post	0
57237300	Honey Bunches of Oats with Almonds, Post	0
57237310	Honey Bunches of Oats with Pecan Bunches	0
57237900	Honey Bunches of Oats Just Bunches	0
57238000	Honeycomb, plain	0
57239000	Honeycomb, strawberry	0
57239100	Honey Crunch Corn Flakes, Kelloggs	0
57240100	Honey Nut Chex	0
57241000	Honey Nut Cheerios	0
57241200	Honey Nut Shredded Wheat, Post	0
57243000	Honey Smacks, Kelloggs (formerly Smacks; Honey Smacks)	0
57301500	Kashi, Puffed	0
57301505	Kashi Autumn Wheat	0
57301510	Kashi GOLEAN	0
57301511	Kashi GOLEAN Crunch	0
57301512	Kashi GOLEAN Crunch Honey Almond Flax	0
57301520	Kashi Good Friends	0
57301530	Kashi Heart to Heart Honey Toasted Oat	0
57301535	Kashi Heart to Heart Oat Flakes and Blueberry Clusters	0
57301540	Kashi Honey Sunshine	0
57302100	King Vitaman	0
57303100	Kix	0
57303105	Honey Kix	0
57304100	Life (plain and cinnamon)	0
57305100	Lucky Charms	0
57305150	Frosted oat cereal with marshmallows	0
57305160	Malt-O-Meal Blueberry Muffin Tops	0
57305165	Malt-O-Meal Cinnamon Toasters	0
57305170	Malt-O-Meal Coco-Roos	0
57305174	Malt-O-Meal Colossal Crunch	0
57305175	Malt-O-Meal Cocoa Dyno-Bites	0
57305180	Malt-O-Meal Corn Bursts	0
57305200	Malt-O-Meal Crispy Rice	0
57305210	Malt-O-Meal Frosted Flakes	0
57305215	Malt-O-Meal Frosted Mini Spooners	0
57305300	Malt-O-Meal Fruity Dyno-Bites	0
57305400	Malt-O-Meal Honey Graham Squares	0
57305500	Malt-O-Meal Honey and Nut Toasty Os	0
57305600	Malt-O-Meal Marshmallow Mateys	0
57306100	Malt-O-Meal Puffed Rice	0
57306120	Malt-O-Meal Puffed Wheat	0
57306130	Malt-O-Meal Raisin Bran	0
57306500	Malt-O-Meal Golden Puffs (formerly Sugar Puffs)	0
57306700	Malt-O-Meal Toasted Oat Cereal	0
57306800	Malt-O-meal Tootie Fruities	0
57307010	Maple Pecan Crunch Cereal, Post	0
57307500	Millet, puffed	0
57307600	Mini-Swirlz Cinnamon Bun Cereal, Kelloggs	0
57308150	Mueslix cereal, NFS	0
57308190	Muesli, dried fruit and nuts (formerly Muesli with raisins, dates, and almonds)	0
57308300	Multi Bran Chex	0
57308400	MultiGrain Cheerios	0
57309100	Nature Valley Granola, with fruit and nuts	0
57316200	Nutty Nuggets, Ralston Purina	0
57316300	Oat Bran Flakes, Health Valley	0
57316380	Oat Cluster Cheerios Crunch	0
57316450	Oatmeal Crisp with Almonds	0
57316500	Oatmeal Crisp, Raisin (formerly Oatmeal Raisin Crisp)	0
57316710	Ohs, Honey Graham	0
57319000	100% Natural Cereal, plain, Quaker	0
57319500	Sun Country 100% Natural Granola, with Almonds	0
57320500	100 % Natural Cereal, with oats, honey and raisins, Quaker	0
57321500	100 % Natural Wholegrain Cereal with raisins, lowfat, Quaker	0
57321700	Optimum, Natures Path	0
57321800	Optimum Slim, Natures Path	0
57321900	Organic Flax Plus, Natures Path	0
57323000	Sweet Crunch, Quaker (formerly called Popeye)	0
57325000	Product 19	0
57326000	Puffins Cereal	0
57327450	Quaker Oat Bran Cereal	0
57327500	Quaker Oatmeal Squares (formerly Quaker Oat Squares)	0
57328000	Quisp	0
57329000	Raisin bran, NFS	0
57330000	Raisin Bran, Kelloggs	0
57330010	Raisin Bran Crunch, Kelloggs	0
57331000	Raisin Bran, Post	0
57332050	Raisin Bran, Total	0
57332100	Raisin Nut Bran	0
57335550	Reeses Peanut Butter Puffs cereal	0
57336000	Rice Chex	0
57337000	Rice Flakes, NFS	0
57339000	Rice Krispies, Kelloggs	0
57339500	Rice Krispies Treats Cereal, Kelloggs	0
57340000	Rice, puffed	0
57341000	Shredded WheatN Bran	0
57341200	Smart Start Strong Heart Antioxidants Cereal, Kelloggs	0
57342010	Smorz, Kelloggs	0
57344000	Special K	0
57344001	Special K Blueberry	0
57344005	Special K Chocolatey Delight	0
57344007	Special K Low Fat Granola	0
57344010	Special K Red Berries	0
57344015	Special K Fruit  Yogurt	0
57344020	Special K Vanilla Almond	0
57344025	Special K Cinnamon Pecan, Kelloggs	0
57346500	Oatmeal Honey Nut Heaven, Quaker (formerly Toasted Oatmeal, Honey Nut)	0
57347000	Corn Pops	0
57348000	Frosted corn flakes, NFS	0
57349000	Frosted Flakes, Kelloggs	0
57349020	Reduced Sugar Frosted Flakes Cereal, Kelloggs	0
57355000	Golden Crisp (Formerly called Super Golden Crisp)	0
57401100	Toasted oat cereal	0
57403100	Toasties, Post	0
57406100	Total	0
57406105	Total Cranberry Crunch	0
57407100	Trix	0
57407110	Trix, reduced sugar	0
57408100	Uncle Sam Cereal (formerly Uncle Sams Hi Fiber Cereal)	0
57409100	Waffle Crisp, Post	0
57410000	Weetabix Whole Wheat Cereal	0
57411000	Wheat Chex	0
57412000	Wheat germ, plain	0
57413000	Wheat germ, with sugar and honey	0
57416000	Wheat, puffed, plain	0
57416010	Wheat, puffed, presweetened with sugar	0
57417000	Shredded Wheat, 100%	0
57418000	Wheaties	0
57419000	Yogurt Burst Cheerios	0
57601100	Wheat bran, unprocessed	0
57602100	Oats, raw	0
57602500	Oat bran, uncooked	0
57603100	Rice polishings	0
57603200	Rice bran, uncooked	0
57604100	Whole wheat, cracked	0
57801000	Barley cereal, baby food, dry, instant	0
57803000	Mixed cereal, baby food, dry, instant	0
57804000	Oatmeal cereal, baby food, dry, instant	0
57805000	Rice cereal, baby food, dry, instant	0
57805080	Rice cereal with apples, baby food, dry, instant	0
57805090	Rice cereal with mixed fruits, baby food, dry, instant	0
57805100	Rice cereal with bananas, baby food, dry, instant	0
57805500	Brown rice cereal, baby food, dry, instant	0
57806000	Mixed cereal with bananas, baby food, dry, instant	0
57806050	Multigrain, whole grain cereal, baby food, dry, instant	0
57806100	Oatmeal cereal with bananas, baby food, dry, instant	0
57806200	Oatmeal cereal with fruit, baby food, dry, instant, toddler	0
57807010	Whole wheat cereal with apples, baby food, dry, instant	0
57820000	Cereal, baby food, jarred, NFS	0
57820100	Rice cereal, baby food, jarred, NFS	0
57822000	Mixed cereal with applesauce and bananas, baby food, jarred	0
57823000	Oatmeal with applesauce and bananas, baby food, jarred	0
57824000	Rice cereal with applesauce and bananas, baby food, jarred	0
57824500	Rice cereal with mixed fruit, baby food, jarred	0
57830100	Gerber Graduates Finger Snacks Cereal, baby food	0
58100000	Burrito, taco, or quesadilla with egg	0
58100005	Burrito, taco, or quesadilla with egg and potato	0
58100010	Burrito, taco, or quesadilla with egg and breakfast meat	0
58100013	Burrito, taco, or quesadilla with egg and breakfast meat, from fast food	0
58100015	Burrito, taco, or quesadilla with egg, potato, and breakfast meat	0
58100017	Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food	0
58100020	Burrito, taco, or quesadilla with egg, beans, and breakfast meat	0
58100100	Burrito with meat	0
58100120	Burrito with meat and beans	0
58100125	Burrito with meat and beans, from fast food	0
58100135	Burrito with meat and sour cream	0
58100140	Burrito with meat, beans, and sour cream	0
58100145	Burrito with meat, beans, and sour cream, from fast food	0
58100160	Burrito with meat, beans, and rice	0
58100165	Burrito with meat, beans, rice, and sour cream	0
58100200	Burrito with chicken	0
58100220	Burrito with chicken and beans	0
58100235	Burrito with chicken and sour cream	0
58100245	Burrito with chicken, beans, and sour cream	0
58100255	Burrito with chicken, beans, and rice	0
58100260	Burrito with chicken, beans, rice, and sour cream	0
58100300	Burrito with beans and rice, meatless	0
58100320	Burrito with beans, meatless	0
58100325	Burrito with beans, meatless, from fast food	0
58100330	Burrito with beans, rice, and sour cream, meatless	0
58100360	Chilaquiles, tortilla casserole with salsa, cheese, and egg	0
58100370	Chilaquiles, tortilla casserole with salsa and cheese, no egg	0
58100520	Enchilada with meat and beans, red-chile or enchilada sauce	0
58100525	Enchilada with meat and beans, green-chile or enchilada sauce	0
58100530	Enchilada with meat, red-chile or enchilada sauce	0
58100535	Enchilada with meat, green-chile or enchilada sauce	0
58100620	Enchilada with chicken and beans, red-chile or enchilada sauce	0
58100625	Enchilada with chicken and beans, green-chile or enchilada sauce	0
58100630	Enchilada with chicken, red-chile or enchilada sauce	0
58100635	Enchilada with chicken, green-chile or enchilada sauce	0
58100720	Enchilada with beans, meatless, red-chile or enchilada sauce	0
58100725	Enchilada with beans, green-chile or enchilada sauce	0
58100800	Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce	0
58100805	Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce	0
58101320	Taco or tostada with meat	0
58101323	Taco or tostada with meat, from fast food	0
58101325	Taco or tostada with meat and sour cream	0
58101345	Soft taco with meat	0
58101347	Soft taco with meat, from fast food	0
58101350	Soft taco with meat and sour cream	0
58101357	Soft taco with meat and sour cream, from fast food	0
58101450	Soft taco with chicken	0
58101457	Soft taco with chicken, from fast food	0
58101460	Soft taco with chicken and sour cream	0
58101520	Taco or tostada with chicken	0
58101525	Taco or tostada with chicken and sour cream	0
58101540	Taco or tostada with fish	0
58101555	Soft taco with fish	0
58101610	Soft taco with beans	0
58101615	Soft taco with beans and sour cream	0
58101620	Soft taco with meat and beans	0
58101625	Soft taco with chicken and beans	0
58101630	Soft taco with meat, beans, and sour cream	0
58101635	Soft taco with chicken, beans, and sour cream	0
58101720	Taco or tostada with beans	0
58101725	Taco or tostada with beans and sour cream	0
58101730	Taco or tostada with meat and beans	0
58101733	Taco or tostada with meat and beans, from fast food	0
58101735	Taco or tostada with chicken and beans	0
58101745	Taco or tostada with meat, beans, and sour cream	0
58101750	Taco or tostada with chicken, beans, and sour cream	0
58101800	Ground beef with tomato sauce and taco seasonings on a cornbread crust	0
58101820	Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips	0
58101830	Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips	0
58101930	Taco or tostada salad with meat	0
58101935	Taco or tostada salad with chicken	0
58101940	Taco or tostada salad, meatless	0
58101945	Taco or tostada salad with meat and sour cream	0
58101950	Taco or tostada salad with chicken and sour cream	0
58101955	Taco or tostada salad, meatless with sour cream	0
58103120	Tamale with meat	0
58103130	Tamale with chicken	0
58103200	Tamale, plain, meatless, no sauce, Puerto Rican style or Carribean Style	0
58103210	Tamale, meatless, with sauce, Puerto Rican or Caribbean style	0
58103250	Tamale, plain, meatless, no sauce, Mexican style	0
58103310	Tamale casserole with meat	0
58104090	Nachos with cheese and sour cream	0
58104120	Nachos with cheese	0
58104130	Nachos with meat and cheese	0
58104150	Nachos with chicken and cheese	0
58104160	Nachos with chili	0
58104180	Nachos with meat, cheese, and sour cream	0
58104190	Nachos with chicken, cheese, and sour cream	0
58104260	Gordita, sope, or chalupa with beans	0
58104270	Gordita, sope, or chalupa with beans and sour cream	0
58104280	Gordita, sope, or chalupa with meat and sour cream	0
58104290	Gordita, sope, or chalupa with meat	0
58104320	Gordita, sope, or chalupa with chicken and sour cream	0
58104340	Gordita, sope, or chalupa with chicken	0
58104500	Chimichanga with meat	0
58104520	Chimichanga, meatless	0
58104530	Chimichanga with chicken	0
58104535	Chimichanga with meat and sour cream	0
58104540	Chimichanga, meatless, with sour cream	0
58104550	Chimichanga with chicken and sour cream	0
58104710	Quesadilla, just cheese, meatless	0
58104720	Quesadilla, just cheese, from fast food	0
58104730	Quesadilla with meat	0
58104740	Quesadilla with chicken	0
58104745	Quesadilla with chicken, from fast food	0
58104750	Quesadilla with vegetables	0
58104760	Quesadilla with vegetables and meat	0
58104770	Quesadilla with vegetables and chicken	0
58104800	Taquito or flauta with cheese	0
58104820	Taquito or flauta with meat	0
58104825	Taquito or flauta with meat and cheese	0
58104830	Taquito or flauta with chicken	0
58104835	Taquito or flauta with chicken and cheese	0
58104900	Taquito or flauta with egg	0
58104905	Taquito or flauta with egg and breakfast meat	0
58105000	Fajita with chicken and vegetables	0
58105050	Fajita with meat and vegetables	0
58105075	Fajita with vegetables	0
58105100	Pupusa, cheese-filled	0
58105105	Pupusa, bean-filled	0
58105110	Pupusa, meat-filled	0
58106200	Pizza, cheese, prepared from frozen, thin crust	0
58106205	Pizza, cheese, prepared from frozen, thick crust	0
58106210	Pizza, cheese, from restaurant or fast food, NS as to type of crust	0
58106220	Pizza, cheese, from restaurant or fast food, thin crust	0
58106225	Pizza, cheese, from restaurant or fast food, regular crust	0
58106230	Pizza, cheese, from restaurant or fast food, thick crust	0
58106233	Pizza, cheese, stuffed crust	0
58106235	Pizza, cheese, from school lunch, thin crust	0
58106236	Pizza, cheese, from school lunch, thick crust	0
58106240	Pizza, extra cheese, NS as to type of crust	0
58106250	Pizza, extra cheese, thin crust	0
58106255	Pizza, extra cheese, regular crust	0
58106260	Pizza, extra cheese, thick crust	0
58106300	Pizza, cheese, with vegetables, prepared from frozen, thin crust	0
58106305	Pizza, cheese with vegetables, prepared from frozen, thick crust	0
58106310	Pizza, cheese, with vegetables, NS as to type of crust	0
58106320	Pizza, cheese, with vegetables, thin crust	0
58106325	Pizza, cheese, with vegetables, regular crust	0
58106330	Pizza, cheese, with vegetables, thick crust	0
58106340	Pizza, with cheese and extra vegetables, NS as to type of crust	0
58106345	Pizza with cheese and extra vegetables, thin crust	0
58106347	Pizza with cheese and extra vegetables, regular crust	0
58106350	Pizza with cheese and extra vegetables, thick crust	0
58106357	Pizza, cheese, with fruit, NS as to type of crust	0
58106358	Pizza, cheese, with fruit, thin crust	0
58106359	Pizza, cheese, with fruit, regular crust	0
58106360	Pizza, cheese, with fruit, thick crust	0
58106500	Pizza with meat, prepared from frozen, thin crust	0
58106505	Pizza with meat, prepared from frozen, thick crust	0
58106540	Pizza with pepperoni, from restaurant or fast food, NS as to type of crust	0
58106550	Pizza with pepperoni, from restaurant or fast food, thin crust	0
58106555	Pizza with pepperoni, from restaurant or fast food, regular crust	0
58106560	Pizza with pepperoni, from restaurant or fast food, thick crust	0
58106565	Pizza with pepperoni, stuffed crust	0
58106570	Pizza with pepperoni, from school lunch, thin crust	0
58106580	Pizza with pepperoni, from school lunch, thick crust	0
58106610	Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust	0
58106620	Pizza with meat other than pepperoni, from restaurant or fast food, thin crust	0
58106625	Pizza with meat other than pepperoni, from restaurant or fast food, regular crust	0
58106630	Pizza with meat other than pepperoni, from restaurant or fast food, thick crust	0
58106633	Pizza, with meat other than pepperoni, stuffed crust	0
58106635	Pizza, with meat other than pepperoni, from school lunch, thin crust	0
58106636	Pizza, with meat other than pepperoni, from school lunch, thick crust	0
58106640	Pizza with extra meat, NS as to type of crust	0
58106650	Pizza with extra meat, thin crust	0
58106655	Pizza with extra meat, regular crust	0
58106660	Pizza with extra meat, thick crust	0
58106700	Pizza with meat and vegetables, prepared from frozen, thin crust	0
58106705	Pizza with meat and vegetables, prepared from frozen, thick crust	0
58106710	Pizza with meat and vegetables, NS as to type of crust	0
58106720	Pizza with meat and vegetables, thin crust	0
58106725	Pizza with meat and vegetables, regular crust	0
58106730	Pizza with meat and vegetables, thick crust	0
58106735	Pizza with extra meat and extra vegetables, NS as to type of crust	0
58106736	Pizza with extra meat and extra vegetables, thin crust	0
58106737	Pizza with extra meat and extra vegetables, thick crust	0
58106738	Pizza with extra meat and extra vegetables, regular crust	0
58106740	Pizza with meat and fruit, NS as to type of crust	0
58106750	Pizza with meat and fruit, thin crust	0
58106755	Pizza with meat and fruit, regular crust	0
58106760	Pizza with meat and fruit, thick crust	0
58106820	Pizza with beans and vegetables, thin crust	0
58106830	Pizza with beans and vegetables, thick crust	0
58107050	Pizza, no cheese, thin crust	0
58107100	Pizza, no cheese, thick crust	0
58107220	White pizza, thin crust	0
58107230	White pizza, thick crust	0
58108000	Calzone, with cheese, meatless	0
58108010	Calzone, with meat and cheese	0
58108050	Pizza rolls	0
58110110	Egg roll, meatless	0
58110120	Egg roll, with shrimp	0
58110130	Egg roll, with beef andor pork	0
58110170	Egg roll, with chicken or turkey	0
58110200	Roll with meat andor shrimp, vegetables and rice paper (not fried)	0
58111110	Won ton (wonton), fried, filled with meat, poultry, or seafood	0
58111120	Won ton (wonton), fried, meatless	0
58111130	Won ton (wonton), fried, filled with meat, poultry, or seafood, and vegetable	0
58111200	Puffs, fried, crab meat and cream cheese filled	0
58112510	Dumpling, steamed, filled with meat, poultry, or seafood	0
58115110	Tamale casserole, Puerto Rican style (Tamales en cazuela)	0
58115150	Tamal in a leaf, Puerto Rican style (Tamales en hoja)	0
58115210	Taco with crab meat, Puerto Rican style (Taco de jueye)	0
58116110	Meat turnover, Puerto Rican style (Pastelillo de carne; Empanadilla)	0
58116115	Empanada, Mexican turnover, filled with cheese and vegetables	0
		0
58116120	Empanada, Mexican turnover, filled with meat and vegetables	0
58116130	Empanada, Mexican turnover, filled with chicken and vegetables	0
58116210	Meat pie, Puerto Rican style (Pastelon de carne)	0
58116310	Cheese turnover, Puerto Rican style (Pastelillo de queso; Empanadilla)	0
58117110	Cornmeal fritter, Puerto Rican style (Arepa; P.R. arepita)	0
58117210	Cornmeal stick, Puerto Rican style (Sorullos  Sorullitos de maiz)	0
58117310	Kibby, Puerto Rican style (beef and bulgur) (Plato Arabe)	0
58117410	Codfish fritter, Puerto Rican style (Bacalaitos fritos)	0
58117510	Hayacas, Puerto Rican style (hominy, pork or ham, vegetables)	0
58118110	Cornstarch coconut dessert, Puerto Rican style (Tembleque)	0
58118210	Cornmeal coconut dessert, Puerto Rican style (Harina de maiz con coco)	0
58120110	Crepes, filled with meat, fish, or poultry, with sauce	0
58120120	Crepe, filled with beef, pork, fish andor poultry, no sauce on top	0
58121510	Dumpling, meat-filled	0
58121610	Dumpling, potato- or cheese-filled	0
58121620	Dumpling, vegetable	0
58122210	Gnocchi, cheese	0
58122220	Gnocchi, potato	0
58122250	Kishke, stuffed derma	0
58122310	Knish, potato (pastry filled with potato)	0
58122320	Knish, cheese (pastry filled with cheese)	0
58122330	Knish, meat (pastry filled with meat)	0
58123110	Sweet bread dough, filled with meat, steamed	0
58123120	Sweet bread dough, filled with bean paste, meatless, steamed	0
58124210	Pastry, cheese-filled	0
58124250	Spanakopitta	0
58124500	Pastry, filled with potatoes and peas, fried	0
58125110	Quiche with meat, poultry or fish	0
58125120	Spinach quiche, meatless	0
58125180	Cheese quiche, meatless	0
58126000	Bierock (turnover filled with ground beef and cabbage mixture)	0
58126110	Turnover, meat-filled, no gravy	0
58126120	Turnover, meat-filled, with gravy	0
58126130	Turnover, meat- and cheese-filled, no gravy	0
58126140	Turnover, meat- and bean-filled, no gravy	0
58126150	Turnover, meat- and cheese-filled, tomato-based sauce	0
58126160	Turnover, cheese-filled, tomato-based sauce	0
58126170	Turnover, meat-and vegetable- filled (no potatoes, no gravy)	0
58126180	Turnover, meat-, potato-, and vegetable-filled, no gravy	0
58126270	Turnover, chicken- or turkey-, and cheese-filled, no gravy	0
58126280	Turnover, chicken- or turkey-, and vegetable-filled, lower in fat	0
58126290	Turnover, meat- and cheese-filled, lower in fat	0
58126300	Turnover, meat- and cheese-filled, tomato-based sauce, lower in fat	0
58126310	Turnover, chicken, with gravy	0
58126400	Turnover, filled with egg, meat and cheese	0
58126410	Turnover, filled with egg, meat, and cheese, lower in fat	0
58127110	Vegetables in pastry	0
58127150	Vegetables and cheese in pastry	0
58127200	Croissant sandwich, filled with broccoli and cheese	0
58127210	Croissant sandwich, filled with ham and cheese	0
58127220	Croissant sandwich, filled with chicken, broccoli, and cheese sauce	0
58127270	Croissant sandwich with sausage and egg	0
58127290	Croissant sandwich with bacon and egg	0
