FoodCodes	drxfcsd	Main.food.description	Old.Main.food.description	ModCode	FoodID
75403200	BEANS, STRING, GREEN, SZECHUAN-STYLE, FAT ADDED	Beans_string_green_cooked_Szechuan_style_fat_added_in_cooking	Beans, string, green, cooked, Szechuan-style, fat added in cooking	0	75403200.0
75404010	BEANS, STRING, YELLOW, NS FORM, CREAMED/ CHEESE SCE	Beans_string_yellow_NS_as_to_form_creamed_or_with_cheese_sauce	Beans, string, yellow, NS as to form, creamed or with cheese sauce	0	75404010.0
75404011	BEANS, STRING, YELLOW, FROM FRESH, CREAMED/ CHEESE SCE	Beans_string_yellow_from_fresh_creamed_or_with_cheese_sauce	Beans, string, yellow, from fresh, creamed or with cheese sauce	0	75404011.0
75404012	BEANS, STRING, YELLOW, FROM FROZ, CREAMED/ CHEESE SCE	Beans_string_yellow_from_frozen_creamed_or_with_cheese_sauce	Beans, string, yellow, from frozen, creamed or with cheese sauce	0	75404012.0
75404013	BEANS, STRING, YELLOW, FROM CANNED, CREAMED/ CHEESE SCE	Beans_string_yellow_from_canned_creamed_or_with_cheese_sauce	Beans, string, yellow, from canned, creamed or with cheese sauce	0	75404013.0
75405010	BEETS WITH HARVARD SAUCE	Beets_with_Harvard_sauce	Beets with Harvard sauce	0	75405010.0
75406010	BRUSSEL SPROUTS, NS AS TO FORM, CREAMED	Brussels_sprouts_NS_as_to_form_creamed	Brussels sprouts, NS as to form, creamed	0	75406010.0
75406011	BRUSSEL SPROUTS, FROM FRESH, CREAMED	Brussels_sprouts_from_fresh_creamed	Brussels sprouts, from fresh, creamed	0	75406011.0
75406012	BRUSSEL SPROUTS, FROM FROZ, CREAMED	Brussels_sprouts_from_frozen_creamed	Brussels sprouts, from frozen, creamed	0	75406012.0
75407010	CABBAGE, CREAMED	Cabbage_creamed	Cabbage, creamed	0	75407010.0
75409010	CAULIFLOWER, NS FORM, CREAMED(INCL W/ CHEESE SAUCE)	Cauliflower_NS_as_to_form_creamed	Cauliflower, NS as to form, creamed	0	75409010.0
75409011	CAULIFLOWER, FROM FRESH, CREAMED(INCL W/ CHEESE SAUCE)	Cauliflower_from_fresh_creamed	Cauliflower, from fresh, creamed	0	75409011.0
75409012	CAULIFLOWER, FROM FROZ, CREAMED(INCL W/ CHEESE SAUCE)	Cauliflower_from_frozen_creamed	Cauliflower, from frozen, creamed	0	75409012.0
75409013	CAULIFLOWER, FROM CANNED, CREAMED(INCL W/ CHEESE SAUCE)	Cauliflower_from_canned_creamed	Cauliflower, from canned, creamed	0	75409013.0
75409020	CAULIFLOWER, BATTER-DIPPED, FRIED	Cauliflower_batter_dipped_fried	Cauliflower, batter-dipped, fried	0	75409020.0
75410010	CELERY, CREAMED	Celery_creamed	Celery, creamed	0	75410010.0
75410500	CHILES RELLENOS, CHEESE-FILLED	Chiles_rellenos_cheese_filled_stuffed_chili_peppers_	Chiles rellenos, cheese-filled (stuffed chili peppers)	0	75410500.0
75410530	CHILES RELLENOS, FILLED W/ MEAT  CHEESE	Chiles_rellenos_filled_with_meat_and_cheese_stuffed_chili_peppers_	Chiles rellenos, filled with meat and cheese (stuffed chili peppers)	0	75410530.0
75410550	JALAPENO PEPPER, STUFFED W/ CHEESE, BATTERED, FRIED	Jalapeno_pepper_stuffed_with_cheese_breaded_or_battered_fried	Jalapeno pepper, stuffed with cheese, breaded or battered, fried	0	75410550.0
75411010	CORN, SCALLOPED OR PUDDING (INCLUDE CORN SOUFFLE)	Corn_scalloped_or_pudding	Corn, scalloped or pudding	0	75411010.0
75411020	CORN FRITTER	Corn_fritter	Corn fritter	0	75411020.0
75411030	CORN, COOKED, NS FORM, W/ CREAM SAUCE, MADE W/ MILK	Corn_cooked_NS_as_to_form_with_cream_sauce_made_with_milk	Corn, cooked, NS as to form, with cream sauce, made with milk	0	75411030.0
75411031	CORN, COOKED, FROM FRESH, W/ CREAM SAUCE, MADE W/ MILK	Corn_cooked_from_fresh_with_cream_sauce_made_with_milk	Corn, cooked, from fresh, with cream sauce, made with milk	0	75411031.0
75411032	CORN, COOKED, FROM FROZ, W/ CREAM SAUCE, MADE W/ MILK	Corn_cooked_from_frozen_with_cream_sauce_made_with_milk	Corn, cooked, from frozen, with cream sauce, made with milk	0	75411032.0
75411033	CORN, COOKED, FROM CAN, W/ CREAM SAUCE, MADE W/ MILK	Corn_cooked_from_canned_with_cream_sauce_made_with_milk	Corn, cooked, from canned, with cream sauce, made with milk	0	75411033.0
75412010	EGGPLANT, BATTER-DIPPED, FRIED	Eggplant_batter_dipped_fried	Eggplant, batter-dipped, fried	0	75412010.0
75412030	EGGPLANT DIP (INCL BABA GHANOUSH)	Eggplant_dip	Eggplant dip	0	75412030.0
75412060	EGGPLANT PARMESAN CASSEROLE, REGULAR	Eggplant_parmesan_casserole_regular	Eggplant parmesan casserole, regular	0	75412060.0
75412070	EGGPLANT W/ CHEESE  TOMATO SAUCE	Eggplant_with_cheese_and_tomato_sauce	Eggplant with cheese and tomato sauce	0	75412070.0
75413010	KOHLRABI, CREAMED	Kohlrabi_creamed	Kohlrabi, creamed	0	75413010.0
75414010	MUSHROOMS, NS AS TO FORM, CREAMED	Mushrooms_NS_as_to_form_creamed	Mushrooms, NS as to form, creamed	0	75414010.0
75414011	MUSHROOMS, FROM FRESH, CREAMED	Mushrooms_from_fresh_creamed	Mushrooms, from fresh, creamed	0	75414011.0
75414012	MUSHROOMS, FROM FROZEN, CREAMED	Mushrooms_from_frozen_creamed	Mushrooms, from frozen, creamed	0	75414012.0
75414013	MUSHROOMS, FROM CANNED, CREAMED	Mushrooms_from_canned_creamed	Mushrooms, from canned, creamed	0	75414013.0
75414020	MUSHROOMS, STUFFED	Mushrooms_stuffed	Mushrooms, stuffed	0	75414020.0
75414030	MUSHROOM, BATTER-DIPPED, FRIED	Mushrooms_batter_dipped_fried	Mushrooms, batter-dipped, fried	0	75414030.0
75414500	OKRA, BATTER-DIPPED, FRIED	Okra_batter_dipped_fried	Okra, batter-dipped, fried	0	75414500.0
75415010	ONIONS, NS AS TO FORM, CREAMED	Onions_NS_as_to_form_creamed	Onions, NS as to form, creamed	0	75415010.0
75415011	ONIONS, FROM FRESH, CREAMED	Onions_from_fresh_creamed	Onions, from fresh, creamed	0	75415011.0
75415020	ONION RINGS, NS FORM, BATTER-DIPPED, BAKED/FRIED	Onion_rings_NS_as_to_form_batter_dipped_baked_or_fried	Onion rings, NS as to form, batter-dipped, baked or fried	0	75415020.0
75415021	ONION RINGS, FROM FRESH, BATTERED, BAKED/FRIED	Onion_rings_from_fresh_batter_dipped_baked_or_fried	Onion rings, from fresh, batter-dipped, baked or fried	0	75415021.0
75415022	ONION RINGS, FROM FROZ, BATTERED, BAKED/FRIED	Onion_rings_from_frozen_batter_dipped_baked_or_fried	Onion rings, from frozen, batter-dipped, baked or fried	0	75415022.0
75416010	PARSNIPS, CREAMED	Parsnips_creamed	Parsnips, creamed	0	75416010.0
75416500	PEA SALAD	Pea_salad	Pea salad	0	75416500.0
75416600	PEA SALAD W/ CHEESE	Pea_salad_with_cheese	Pea salad with cheese	0	75416600.0
75417010	PEAS, NS AS TO FORM, CREAMED	Peas_NS_as_to_form_creamed	Peas, NS as to form, creamed	0	75417010.0
75417011	PEAS, FROM FRESH, CREAMED	Peas_from_fresh_creamed	Peas, from fresh, creamed	0	75417011.0
75417012	PEAS, FROM FROZEN, CREAMED	Peas_from_frozen_creamed	Peas, from frozen, creamed	0	75417012.0
75417013	PEAS, FROM CANNED, CREAMED	Peas_from_canned_creamed	Peas, from canned, creamed	0	75417013.0
75417020	PEAS, COOKED, NS AS TO FORM,  W/ MUSHROOM SAUCE	Peas_cooked_NS_as_to_form_with_mushroom_sauce	Peas, cooked, NS as to form, with mushroom sauce	0	75417020.0
75417021	PEAS, COOKED, FROM FRESH,  W/ MUSHROOM SAUCE	Peas_cooked_from_fresh_with_mushroom_sauce	Peas, cooked, from fresh, with mushroom sauce	0	75417021.0
75417022	PEAS, COOKED, FROM FROZEN,  W/ MUSHROOM SAUCE	Peas_cooked_from_frozen_with_mushroom_sauce	Peas, cooked, from frozen, with mushroom sauce	0	75417022.0
75417023	PEAS, COOKED, FROM CANNED,  W/ MUSHROOM SAUCE	Peas_cooked_from_canned_with_mushroom_sauce	Peas, cooked, from canned, with mushroom sauce	0	75417023.0
75417030	PEAS, COOKED, NS AS TO FORM, W/ TOMATO SAUCE	Peas_cooked_NS_as_to_form_with_tomato_sauce	Peas, cooked, NS as to form, with tomato sauce	0	75417030.0
75417031	PEAS, COOKED, FROM FRESH, W/ TOMATO SAUCE	Peas_cooked_from_fresh_with_tomato_sauce	Peas, cooked, from fresh, with tomato sauce	0	75417031.0
75417032	PEAS, COOKED, FROM FROZEN, W/ TOMATO SAUCE	Peas_cooked_from_frozen_with_tomato_sauce	Peas, cooked, from frozen, with tomato sauce	0	75417032.0
75417033	PEAS, COOKED, FROM CANNED, W/ TOMATO SAUCE	Peas_cooked_from_canned_with_tomato_sauce	Peas, cooked, from canned, with tomato sauce	0	75417033.0
75418000	SQUASH, SUMMER, BREADED, BAKED	Squash_summer_yellow_or_green_breaded_or_battered_baked	Squash,summer, yellow or green, breaded or battered, baked	0	75418000.0
75418010	SQUASH, SUMMER, BREADED OR BATTERED, FRIED	Squash_summer_yellow_or_green_breaded_or_battered_fried	Squash, summer, yellow or green, breaded or battered, fried	0	75418010.0
75418020	SQUASH, SUMMER, CASSEROLE, W/ TOMATO  CHEESE	Squash_summer_casserole_with_tomato_and_cheese	Squash, summer, casserole with tomato and cheese	0	75418020.0
75418030	SQUASH, SUMMER, CASSEROLE, W/ RICE  TOMATO SAUCE	Squash_summer_casserole_with_rice_and_tomato_sauce	Squash, summer, casserole, with rice and tomato sauce	0	75418030.0
75418040	SQUASH, SUMMER, CASSEROLE, W/ CHEESE SAUCE	Squash_summer_casserole_with_cheese_sauce	Squash, summer, casserole, with cheese sauce	0	75418040.0
75418050	SQUASH, SUMMER, NS AS TO FORM, CREAMED	Squash_summer_NS_as_to_form_creamed	Squash, summer, NS as to form, creamed	0	75418050.0
75418051	SQUASH, SUMMER, FROM FRESH, CREAMED	Squash_summer_from_fresh_creamed	Squash, summer, from fresh, creamed	0	75418051.0
75418052	SQUASH, SUMMER, FROM FROZEN, CREAMED	Squash_summer_from_frozen_creamed	Squash, summer, from frozen, creamed	0	75418052.0
75418053	SQUASH, SUMMER, FROM CANNED, CREAMED	Squash_summer_from_canned_creamed	Squash, summer, from canned, creamed	0	75418053.0
75418060	SQUASH, SUMMER, SOUFFLE	Squash_summer_souffle	Squash, summer, souffle	0	75418060.0
75418100	TURNIPS, NS AS TO FORM, CREAMED	Turnips_NS_as_to_form_creamed	Turnips, NS as to form, creamed	0	75418100.0
75418101	TURNIPS, FROM FRESH, CREAMED	Turnips_from_fresh_creamed	Turnips, from fresh, creamed	0	75418101.0
75418102	TURNIPS, FROM FROZEN, CREAMED	Turnips_from_frozen_creamed	Turnips, from frozen, creamed	0	75418102.0
75418103	TURNIPS, FROM CANNED, CREAMED	Turnips_from_canned_creamed	Turnips, from canned, creamed	0	75418103.0
75418220	CREAMED CHRISTOPHINE, P.R. (CHAYOTE A LA CREMA)	Creamed_christophine_Puerto_Rican_style_Chayote_a_la_crema_	Creamed christophine, Puerto Rican style (Chayote a la crema)	0	75418220.0
75439010	VEGETABLE STEW, W/O MEAT	Vegetable_stew_without_meat	Vegetable stew without meat	0	75439010.0
75439500	CHOP SUEY, MEATLESS, NO NOODLES	Chop_suey_meatless_no_noodles	Chop suey, meatless, no noodles	0	75439500.0
75440100	VEG COMBINATION (INCL CAR/ DK GRN), W/ SOY-BASE SCE	Vegetable_combination_including_carrots_broccoli_and_or_dark_green_leafy_cooked_with_soy_based_sauce	Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, with soy-based sauce	0	75440100.0
75440110	VEG COMBINATION (NO CAR/ DK GRN), W/ SOY-BASE SAUCE	Vegetable_combination_excluding_carrots_broccoli_and_dark_green_leafy_cooked_with_soy_based_sauce	Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, with soy-based sauce	0	75440110.0
75440170	VEGETABLE STICKS, BREADED(INCL CORN,CARROT,GR BEAN)	Vegetable_sticks_breaded_including_corn_carrots_and_green_beans_	Vegetable sticks, breaded (including corn, carrots, and green beans)	0	75440170.0
75440200	VEGETABLE TEMPURA	Vegetable_tempura	Vegetable tempura	0	75440200.0
75440300	VEG COMBINATIONS (INCL CAR/DK GRN), W/ TOMATO SAUCE	Vegetable_combinations_including_carrots_broccoli_and_or_dark_green_leafy_cooked_with_tomato_sauce	Vegetable combinations (including carrots, broccoli, and/or dark-green leafy), cooked, with tomato sauce	0	75440300.0
75440310	VEG COMBINATIONS (NO CAR/DK GRN), W/ TOMATO SAUCE	Vegetable_combinations_excluding_carrots_broccoli_and_dark_green_leafy_cooked_with_tomato_sauce	Vegetable combinations (excluding carrots, broccoli, and dark-green leafy), cooked, with tomato sauce	0	75440310.0
75440400	VEGETABLE,IN CHICK-PEA FLOUR BATTER,(PAKORA),FRIED	Vegetables_dipped_in_chick_pea_flour_batter_pakora_fried	Vegetables, dipped in chick-pea flour batter, (pakora), fried	0	75440400.0
75440500	VEG COMBINATION (INCL CAR/DK GRN), W/ CHEESE SAUCE	Vegetable_combinations_including_carrots_broccoli_and_or_dark_green_leafy_cooked_with_cheese_sauce	Vegetable combinations (including carrots, broccoli, and/or dark-green leafy), cooked, with cheese sauce	0	75440500.0
75440510	VEG COMBINATION (NO CAR/ DK GRN), W/ CHEESE SAUCE	Vegetable_combinations_excluding_carrots_broccoli_and_dark_green_leafy_cooked_with_cheese_sauce	Vegetable combinations (excluding carrots, broccoli, and dark-green leafy), cooked, with cheese sauce	0	75440510.0
75440600	VEGETABLE CURRY	Vegetable_curry	Vegetable curry	0	75440600.0
75450500	VEG COMBINATION (INCL CAR, DK GRN), W/ CREAM SAUCE	Vegetable_combination_including_carrots_broccoli_and_or_dark_green_leafy_cooked_with_cream_sauce	Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, with cream sauce	0	75450500.0
75450510	VEG COMBINATION (NO CAR, DK GRN), W/ CREAM SAUCE	Vegetable_combination_excluding_carrots_broccoli_and_dark_green_leafy_cooked_with_cream_sauce	Vegetable combination (excluding carrots, broccoli, and dark-green leafy), cooked, with cream sauce	0	75450510.0
75450600	VEG COMBINATION(INCL CAR,BROC,DK GRN)W/BUTTER SAUCE	Vegetable_combination_including_carrots_broccoli_and_or_dark_green_leafy_cooked_with_butter_sauce	Vegetable combination (including carrots, broccoli, and/or dark-green leafy), cooked, with butter sauce	0	75450600.0
75460700	VEGETABLE COMBINATION (INCL CAR/DK GRN), W/ PASTA	Vegetable_combinations_including_carrots_broccoli_and_or_dark_green_leafy_cooked_with_pasta	Vegetable combinations (including carrots, broccoli, and/or dark-green leafy), cooked, with pasta	0	75460700.0
75460710	VEGETABLE COMBINATION (NO CAR/DK GRN), W/ PASTA	Vegetable_combinations_excluding_carrots_broccoli_and_dark_green_leafy_cooked_with_pasta	Vegetable combinations (excluding carrots, broccoli, and dark-green leafy), cooked, with pasta	0	75460710.0
75460800	VEGETABLE COMB(INCL CAR/DK GRN),CKD,W/ BUTTER SAUCE	Vegetable_combinations_including_carrots_broccoli_and_or_dark_green_leafy_cooked_with_butter_sauce_and_pasta	Vegetable combinations (including carrots, broccoli, and/or dark-green leafy), cooked, with butter sauce and pasta	0	75460800.0
75460810	VEGETABLE COMB (NO CAR/DK GRN),CKD, W/ BUTTER SAUCE	Vegetable_combinations_excluding_carrots_broccoli_and_dark_green_leafy_cooked_with_butter_sauce_and_pasta	Vegetable combinations (excluding carrots, broccoli, and dark-green leafy), cooked, with butter sauce and pasta	0	75460810.0
75500110	BEANS, STRING, GREEN, PICKLED	Beans_string_green_pickled	Beans, string, green, pickled	0	75500110.0
75500210	BEETS, PICKLED (INCLUDE W/ ONIONS, BEET SALAD)	Beets_pickled	Beets, pickled	0	75500210.0
75500510	CELERY, PICKLED	Celery_pickled	Celery, pickled	0	75500510.0
75501010	CORN RELISH	Corn_relish	Corn relish	0	75501010.0
75502010	CAULIFLOWER, PICKLED	Cauliflower_pickled	Cauliflower, pickled	0	75502010.0
75502500	CABBAGE, FRESH, PICKLED, JAPANESE	Cabbage_fresh_pickled_Japanese_style	Cabbage, fresh, pickled, Japanese style	0	75502500.0
75502510	CABBAGE, RED, PICKLED (INCL SWEET  SOUR CABBAGE)	Cabbage_red_pickled	Cabbage, red, pickled	0	75502510.0
75502520	CABBAGE, KIMCHI (KIM CHEE) STYLE	Cabbage_Kimchi_Kim_Chee_style	Cabbage, Kimchi (Kim Chee) style	0	75502520.0
75502550	CABBAGE, MUSTARD, SALTED	Cabbage_mustard_salted	Cabbage, mustard, salted	0	75502550.0
75503010	CUCUMBER PICKLES, DILL	Cucumber_pickles_dill	Cucumber pickles, dill	0	75503010.0
75503020	CUCUMBER PICKLES, RELISH	Cucumber_pickles_relish	Cucumber pickles, relish	0	75503020.0
75503030	CUCUMBER PICKLES, SOUR	Cucumber_pickles_sour	Cucumber pickles, sour	0	75503030.0
75503040	CUCUMBER PICKLES, SWEET	Cucumber_pickles_sweet	Cucumber pickles, sweet	0	75503040.0
75503080	EGGPLANT, PICKLED	Eggplant_pickled	Eggplant, pickled	0	75503080.0
75503090	HORSERADISH	Horseradish	Horseradish	0	75503090.0
75503100	MUSTARD PICKLES (INCL CHOW-CHOW, HOT DOG RELISH)	Mustard_pickles	Mustard pickles	0	75503100.0
75503110	CUCUMBER PICKLE, DILL, REDUCED SALT	Cucumber_pickles_dill_reduced_salt	Cucumber pickles, dill, reduced salt	0	75503110.0
75503140	CUCUMBER PICKLE, SWEET, REDUCED SALT	Cucumber_pickles_sweet_reduced_salt	Cucumber pickles, sweet, reduced salt	0	75503140.0
75505000	MUSHROOMS, PICKLED	Mushrooms_pickled	Mushrooms, pickled	0	75505000.0
75506010	MUSTARD (INCL HORSERADISH MUSTARD, CHINESE MUSTARD)	Mustard	Mustard	0	75506010.0
75506100	MUSTARD SAUCE	Mustard_sauce	Mustard sauce	0	75506100.0
75507000	OKRA, PICKLED	Okra_pickled	Okra, pickled	0	75507000.0
75510000	OLIVES, NFS	Olives_NFS	Olives, NFS	0	75510000.0
75510010	OLIVES, GREEN	Olives_green	Olives, green	0	75510010.0
75510020	OLIVES, BLACK	Olives_black	Olives, black	0	75510020.0
75510030	OLIVES, GREEN, STUFFED	Olives_green_stuffed	Olives, green, stuffed	0	75510030.0
75511010	HOT PEPPER SAUCE	Hot_pepper_sauce	Hot pepper sauce	0	75511010.0
75511020	PEPPERS, PICKLED	Peppers_pickled	Peppers, pickled	0	75511020.0
75511040	PEPPER, HOT, PICKLED	Pepper_hot_pickled	Pepper, hot, pickled	0	75511040.0
75511100	PICKLES, NS AS TO VEGETABLE	Pickles_NS_as_to_vegetable	Pickles, NS as to vegetable	0	75511100.0
75511200	PICKLES, MIXED	Pickles_mixed	Pickles, mixed	0	75511200.0
75512010	RADISHES, PICKLED, HAWAIIAN	Radishes_pickled_Hawaiian_style	Radishes, pickled, Hawaiian style	0	75512010.0
75512510	RECAITO (P.R. LITTLE CORIANDER)	Recaito_Puerto_Rican_little_coriander_	Recaito (Puerto Rican little coriander)	0	75512510.0
75513010	SEAWEED, PICKLED	Seaweed_pickled	Seaweed, pickled	0	75513010.0
75515000	VEGETABLES, PICKLED, HAWAIIAN	Vegetables_pickled_Hawaiian_style	Vegetables, pickled, Hawaiian style	0	75515000.0
75515010	VEGETABLE RELISH	Vegetable_relish	Vegetable relish	0	75515010.0
75515100	VEGETABLES, PICKLED (INCLUDE GIARDINIERA)	Vegetables_pickled	Vegetables, pickled	0	75515100.0
75534030	TURNIP, PICKLED	Turnip_pickled	Turnip, pickled	0	75534030.0
75534500	TSUKEMONO, JAPANESE PICKLES	Tsukemono_Japanese_pickles	Tsukemono, Japanese pickles	0	75534500.0
75535000	ZUCCHINI, PICKLED	Zucchini_pickled	Zucchini, pickled	0	75535000.0
75600150	SOUP, CREAM OF, NFS	Soup_cream_of_NFS	Soup, cream of, NFS	0	75600150.0
75601000	ASPARAGUS SOUP, CREAM OF, NS AS TO W/ MILK OR WATER	Asparagus_soup_cream_of_NS_as_to_made_with_milk_or_water	Asparagus soup, cream of, NS as to made with milk or water	0	75601000.0
75601010	ASPARAGUS SOUP, CREAM OF,W/ MILK	Asparagus_soup_cream_of_prepared_with_milk	Asparagus soup, cream of, prepared with milk	0	75601010.0
75601020	ASPARAGUS SOUP, CREAM OF, PREPARED W/ WATER	Asparagus_soup_cream_of_prepared_with_water	Asparagus soup, cream of, prepared with water	0	75601020.0
75601100	BEET SOUP (BORSCHT)	Beet_soup_borscht_	Beet soup (borscht)	0	75601100.0
75601200	CABBAGE SOUP	Cabbage_soup	Cabbage soup	0	75601200.0
75601210	CABBAGE W/ MEAT SOUP	Cabbage_with_meat_soup	Cabbage with meat soup	0	75601210.0
75602010	CAULIFLOWER SOUP, CREAM OF, W/ MILK	Cauliflower_soup_cream_of_prepared_with_milk	Cauliflower soup, cream of, prepared with milk	0	75602010.0
75603000	CELERY SOUP, CREAM OF, NS AS TO MILK OR WATER ADDED	Celery_soup_cream_of_NS_as_to_made_with_milk_or_water	Celery soup, cream of, NS as to made with milk or water	0	75603000.0
75603010	CELERY SOUP, CREAM OF, W/ MILK	Celery_soup_cream_of_prepared_with_milk	Celery soup, cream of, prepared with milk	0	75603010.0
75603020	CELERY SOUP, CREAM OF, PREPARED W/ WATER	Celery_soup_cream_of_prepared_with_water	Celery soup, cream of, prepared with water	0	75603020.0
75603030	CELERY SOUP, CREAM OF, CANNED, UNDILUTED	Celery_soup_cream_of_canned_undiluted	Celery soup, cream of, canned, undiluted	0	75603030.0
75604010	CORN SOUP, CREAM OF, W/ MILK	Corn_soup_cream_of_prepared_with_milk	Corn soup, cream of, prepared with milk	0	75604010.0
75604020	CORN SOUP, CREAM OF, PREPARED W/ WATER	Corn_soup_cream_of_prepared_with_water	Corn soup, cream of, prepared with water	0	75604020.0
75604510	CUCUMBER SOUP, CREAM OF, W/ MILK	Cucumber_soup_cream_of_prepared_with_milk	Cucumber soup, cream of, prepared with milk	0	75604510.0
75604600	GAZPACHO	Gazpacho	Gazpacho	0	75604600.0
75604610	GAZPACHO, CANNED, UNDILUTED	Gazpacho_canned_undiluted	Gazpacho, canned, undiluted	0	75604610.0
75605010	LEEK SOUP, CREAM OF, PREP W/ MILK	Leek_soup_cream_of_prepared_with_milk	Leek soup, cream of, prepared with milk	0	75605010.0
75607000	MUSHROOM SOUP, NFS	Mushroom_soup_NFS	Mushroom soup, NFS	0	75607000.0
75607010	MUSHROOM SOUP, CREAM OF, PREP W/ MILK	Mushroom_soup_cream_of_prepared_with_milk	Mushroom soup, cream of, prepared with milk	0	75607010.0
75607020	MUSHROOM SOUP, CREAM OF, PREPARED W/ WATER	Mushroom_soup_cream_of_prepared_with_water	Mushroom soup, cream of, prepared with water	0	75607020.0
75607030	MUSHROOM SOUP, CANNED, UNDILUTED (INCL CREAM OF)	Mushroom_soup_canned_undiluted	Mushroom soup, canned, undiluted	0	75607030.0
75607040	MUSHROOM SOUP, W/ MEAT BROTH, PREPARED W/ WATER	Mushroom_soup_with_meat_broth_prepared_with_water	Mushroom soup, with meat broth, prepared with water	0	75607040.0
75607050	MUSHROOM SOUP, CM OF, LOW SOD, PREP W/ WATER	Mushroom_soup_cream_of_low_sodium_prepared_with_water	Mushroom soup, cream of, low sodium, prepared with water	0	75607050.0
75607060	MUSHROOM SOUP, CREAM OF, NS AS TO W/ MILK OR WATER	Mushroom_soup_cream_of_NS_as_to_made_with_milk_or_water	Mushroom soup, cream of, NS as to made with milk or water	0	75607060.0
75607080	MUSHROOM W/ CHICKEN SOUP, CREAM OF, PREP W/ MILK	Mushroom_with_chicken_soup_cream_of_prepared_with_milk	Mushroom with chicken soup, cream of, prepared with milk	0	75607080.0
75607090	MUSHROOM SOUP, CREAM OF, CAN, RED. SOD., NS  W/ MILK/WATER	Mushroom_soup_cream_of_canned_reduced_sodium_NS_as_to_made_with_milk_or_water	Mushroom soup, cream of, canned, reduced sodium, NS as to made with milk or water	0	75607090.0
75607100	MUSHROOM SOUP, CREAM OF, CAN, RED. SODIUM, PREP W/ MILK	Mushroom_soup_cream_of_canned_reduced_sodium_prepared_with_milk	Mushroom soup, cream of, canned, reduced sodium, prepared with milk	0	75607100.0
75607130	MUSHROOM SOUP, MADE FROM DRY MIX	Mushroom_soup_made_from_dry_mix	Mushroom soup, made from dry mix	0	75607130.0
75607140	MUSHROOM SOUP, CM OF, CAN, RED SOD, PREP W/ WATER	Mushroom_soup_cream_of_canned_reduced_sodium_prepared_with_water	Mushroom soup, cream of, canned, reduced sodium, prepared with water	0	75607140.0
75607150	MUSHROOM SOUP, CM OF, CAN, RED SOD, UNDILUTED	Mushroom_soup_cream_of_canned_reduced_sodium_undiluted	Mushroom soup, cream of, canned, reduced sodium, undiluted	0	75607150.0
75608010	ONION SOUP, CREAM OF, PREP W/ MILK	Onion_soup_cream_of_prepared_with_milk	Onion soup, cream of, prepared with milk	0	75608010.0
75608030	ONION SOUP, CREAM OF, CANNED, UNDILUTED	Onion_soup_cream_of_canned_undiluted	Onion soup, cream of, canned, undiluted	0	75608030.0
75608100	ONION SOUP, FRENCH	Onion_soup_French	Onion soup, French	0	75608100.0
75608200	ONION SOUP, MADE FROM DRY MIX	Onion_soup_made_from_dry_mix	Onion soup, made from dry mix	0	75608200.0
75608300	ONION SOUP, DRY MIX, NOT RECONSTITUTED	Onion_soup_dry_mix_not_reconstituted	Onion soup, dry mix, not reconstituted	0	75608300.0
75609000	PEA SOUP, NFS	Pea_soup_NFS	Pea soup, NFS	0	75609000.0
75609010	PEA SOUP, PREP W/ MILK	Pea_soup_prepared_with_milK	Pea soup, prepared with milK	0	75609010.0
75609020	PEA SOUP, PREPARED W/ WATER	Pea_soup_prepared_with_water	Pea soup, prepared with water	0	75609020.0
75609050	PEA SOUP, CAN, LOW SOD, PREP W/ WATER	Pea_soup_canned_low_sodium_prepared_with_water	Pea soup, canned, low sodium, prepared with water	0	75609050.0
75611010	VEGETABLE SOUP, CREAM OF, PREP W/ MILK	Vegetable_soup_cream_of_prepared_with_milk	Vegetable soup, cream of, prepared with milk	0	75611010.0
75612010	ZUCCHINI SOUP, CREAM OF, PREP W/ MILK	Zucchini_soup_cream_of_prepared_with_milk	Zucchini soup, cream of, prepared with milk	0	75612010.0
75646010	SHAV SOUP	Shav_soup	Shav soup	0	75646010.0
75647000	SEAWEED SOUP	Seaweed_soup	Seaweed soup	0	75647000.0
75649010	VEGETABLE SOUP, PREP W/ WATER OR READY-TO-SERVE	Vegetable_soup_prepared_with_water_or_ready_to_serve	Vegetable soup, prepared with water or ready-to-serve	0	75649010.0
75649020	VEGETABLE SOUP, CANNED, UNDILUTED	Vegetable_soup_canned_undiluted	Vegetable soup, canned, undiluted	0	75649020.0
75649030	VEGETABLE SOUP, CANNED, LOW SODIUM	Vegetable_soup_canned_low_sodium_prepared_with_water_or_ready_to_serve	Vegetable soup, canned, low sodium, prepared with water or ready-to-serve	0	75649030.0
75649050	VEGETABLE SOUP, MADE FROM DRY MIX	Vegetable_soup_made_from_dry_mix	Vegetable soup, made from dry mix	0	75649050.0
75649060	VEGETABLE SOUP, DRY MIX, NOT RECONSTITUTED	Vegetable_soup_dry_mix_not_reconstituted	Vegetable soup, dry mix, not reconstituted	0	75649060.0
75649070	VEGETABLE SOUP, FROM DRY MIX, LOW SODIUM	Vegetable_soup_made_from_dry_mix_low_sodium	Vegetable soup, made from dry mix, low sodium	0	75649070.0
