Food.code	Main.food.description	Old.Main.food.description	FoodID
51153000	Roll_white_hard	Roll_white_hard	51153000.
51154010	Roll_white_hot_dog_bun	Roll_white_hot_dog_bun	51154010.
51154100	Roll_white_hamburger_bun	Roll_white_hamburger_bun	51154100.
51154510	Roll_diet	Roll_diet	51154510.
51154550	Roll_egg_bread	Roll_egg_bread	51154550.
51154600	Roll_cheese	Roll_cheese	51154600.
51155000	Roll_French_or_Vienna	Roll_French_or_Vienna	51155000.
51156500	Roll_garlic	Roll_garlic	51156500.
51157000	Roll_white_hoagie_submarine	Roll_white_hoagie_submarine	51157000.
51158100	Roll_Mexican_bolillo	Roll_Mexican_bolillo	51158100.
51159000	Roll_sour_dough	Roll_sour_dough	51159000.
51160000	Roll_sweet_no_frosting	Roll_sweet_no_frosting	51160000.
51160100	Roll_sweet_cinnamon_bun_no_frosting	Roll_sweet_cinnamon_bun_no_frosting	51160100.
51160110	Roll_sweet_cinnamon_bun_frosted	Roll_sweet_cinnamon_bun_frosted	51160110.
51161000	Roll_sweet_with_fruit_no_frosting	Roll_sweet_with_fruit_no_frosting	51161000.
51161020	Roll_sweet_with_fruit_frosted	Roll_sweet_with_fruit_frosted	51161020.
51161030	Roll_sweet_with_fruit_frosted_diet	Roll_sweet_with_fruit_frosted_diet	51161030.
51161050	Roll_sweet_frosted	Roll_sweet_frosted	51161050.
51161250	Roll_sweet_no_topping_Mexican_Pan_Dulce	Roll_sweet_no_topping_Mexican_Pan_Dulce	51161250.
51161270	Roll_sweet_sugar_topping_Mexican_Pan_Dulce	Roll_sweet_sugar_topping_Mexican_Pan_Dulce	51161270.
51161280	Roll_sweet_with_raisins_and_icing_Mexican_Pan_Dulce	Roll_sweet_with_raisins_and_icing_Mexican_Pan_Dulce	51161280.
51165000	Coffee_cake_yeast_type	Coffee_cake_yeast_type	51165000.
51166000	Croissant	Croissant	51166000.
51166100	Croissant_cheese	Croissant_cheese	51166100.
51166200	Croissant_chocolate	Croissant_chocolate	51166200.
51166500	Croissant_fruit	Croissant_fruit	51166500.
51167000	Brioche	Brioche	51167000.
51168000	Bread_Spanish_coffee	Bread_Spanish_coffee	51168000.
51180010	Bagel	Bagel	51180010.
51180030	Bagel_with_raisins	Bagel_with_raisins	51180030.
51180080	Bagel_with_fruit_other_than_raisins	Bagel_with_fruit_other_than_raisins	51180080.
51182010	Bread_stuffing	Bread_stuffing	51182010.
51182020	Bread_stuffing_made_with_egg	Bread_stuffing_made_with_egg	51182020.
51184000	Bread_sticks_hard	Bread_sticks_hard	51184000.
51184010	Bread_stick_soft	Bread_stick_soft	51184010.
51184020	Bread_stick_NS_as_to_hard_or_soft	Bread_stick_NS_as_to_hard_or_soft	51184020.
51184030	Bread_stick_soft_prepared_with_garlic_and_parmesan_cheese	Bread_stick_soft_prepared_with_garlic_and_parmesan_cheese	51184030.
51184100	Bread_stick_hard_low_sodium	Bread_stick_hard_low_sodium	51184100.
51185000	Croutons	Croutons	51185000.
51186010	Muffin_English	Muffin_English	51186010.
51186100	Muffin_English_with_raisins	Muffin_English_with_raisins	51186100.
51186130	Muffin_English_cheese	Muffin_English_cheese	51186130.
51186160	Muffin_English_with_fruit_other_than_raisins	Muffin_English_with_fruit_other_than_raisins	51186160.
51187000	Melba_toast	Melba_toast	51187000.
51187020	Anisette_toast	Anisette_toast	51187020.
51188100	Pannetone_Italianstyle_sweet_bread	Pannetone_Italianstyle_sweet_bread	51188100.
51188500	Zwieback_toast	Zwieback_toast	51188500.
51300050	Bread_whole_grain_white	Bread_whole_grain_white	51300050.
51300060	Bread_whole_grain_white_toasted	Bread_whole_grain_white_toasted	51300060.
51300100	Bagel_whole_grain_white	Bagel_whole_grain_white	51300100.
51300110	Bread_whole_wheat	Bread_whole_wheat	51300110.
51300120	Bread_whole_wheat_toasted	Bread_whole_wheat_toasted	51300120.
51300140	Bread_whole_wheat_made_from_home_recipe_or_purchased_at_bakery	Bread_whole_wheat_made_from_home_recipe_or_purchased_at_bakery	51300140.
51300150	Bread_whole_wheat_made_from_home_recipe_or_purchased_at_bakery_toasted	Bread_whole_wheat_made_from_home_recipe_or_purchased_at_bakery_toasted	51300150.
51300175	Bread_chappatti_or_roti_Indian_bread_wheat	Bread_chappatti_or_roti_Indian_bread_wheat	51300175.
51300180	Bread_puri_or_poori_Indian_puffed_bread_wheat	Bread_puri_or_poori_Indian_puffed_bread_wheat	51300180.
51300185	Bread_paratha_Indian_flat_bread_wheat	Bread_paratha_Indian_flat_bread_wheat	51300185.
51300210	Bread_whole_wheat_with_raisins	Bread_whole_wheat_with_raisins	51300210.
51300220	Bread_whole_wheat_with_raisins_toasted	Bread_whole_wheat_with_raisins_toasted	51300220.
51300300	Bread_sprouted_wheat	Bread_sprouted_wheat	51300300.
51300310	Bread_sprouted_wheat_toasted	Bread_sprouted_wheat_toasted	51300310.
51301010	Bread_wheat_or_cracked_wheat	Bread_wheat_or_cracked_wheat	51301010.
51301020	Bread_wheat_or_cracked_wheat_toasted	Bread_wheat_or_cracked_wheat_toasted	51301020.
51301040	Bread_wheat_or_cracked_wheat_made_from_home_recipe_or_purchased_at_bakery	Bread_wheat_or_cracked_wheat_made_from_home_recipe_or_purchased_at_bakery	51301040.
51301050	Bread_wheat_or_cracked_wheat_made_from_home_recipe_or_purchased_at_bakery_toasted	Bread_wheat_or_cracked_wheat_made_from_home_recipe_or_purchased_at_bakery_toasted	51301050.
51301120	Bread_wheat_or_cracked_wheat_with_raisins	Bread_wheat_or_cracked_wheat_with_raisins	51301120.
51301130	Bread_wheat_or_cracked_wheat_with_raisins_toasted	Bread_wheat_or_cracked_wheat_with_raisins_toasted	51301130.
51301510	Bread_wheat_or_cracked_wheat_reduced_calorie_andor_high_fiber	Bread_wheat_or_cracked_wheat_reduced_calorie_andor_high_fiber	51301510.
51301520	Bread_wheat_or_cracked_wheat_reduced_calorie_andor_high_fiber_toasted	Bread_wheat_or_cracked_wheat_reduced_calorie_andor_high_fiber_toasted	51301520.
51301540	Bread_French_or_Vienna_whole_wheat	Bread_French_or_Vienna_whole_wheat	51301540.
51301550	Bread_French_or_Vienna_whole_wheat_toasted	Bread_French_or_Vienna_whole_wheat_toasted	51301550.
51301600	Bread_pita_whole_wheat	Bread_pita_whole_wheat	51301600.
51301610	Bread_pita_whole_wheat_toasted	Bread_pita_whole_wheat_toasted	51301610.
51301620	Bread_pita_wheat_or_cracked_wheat	Bread_pita_wheat_or_cracked_wheat	51301620.
51301630	Bread_pita_wheat_or_cracked_wheat_toasted	Bread_pita_wheat_or_cracked_wheat_toasted	51301630.
51301700	Bagel_wheat	Bagel_wheat	51301700.
51301750	Bagel_whole_wheat	Bagel_whole_wheat	51301750.
51301800	Bagel_wheat_with_raisins	Bagel_wheat_with_raisins	51301800.
51301805	Bagel_whole_wheat_with_raisins	Bagel_whole_wheat_with_raisins	51301805.
51301820	Bagel_wheat_with_fruit_and_nuts	Bagel_wheat_with_fruit_and_nuts	51301820.
51301900	Bagel_wheat_bran	Bagel_wheat_bran	51301900.
51302500	Muffin_English_wheat_bran	Muffin_English_wheat_bran	51302500.
51302520	Muffin_English_wheat_bran_with_raisins	Muffin_English_wheat_bran_with_raisins	51302520.
51303010	Muffin_English_wheat_or_cracked_wheat	Muffin_English_wheat_or_cracked_wheat	51303010.
51303030	Muffin_English_whole_wheat	Muffin_English_whole_wheat	51303030.
51303050	Muffin_English_wheat_or_cracked_wheat_with_raisins	Muffin_English_wheat_or_cracked_wheat_with_raisins	51303050.
51303070	Muffin_English_whole_wheat_with_raisins	Muffin_English_whole_wheat_with_raisins	51303070.
51303100	Muffin_English_whole_grain_white	Muffin_English_whole_grain_white	51303100.
51306000	Bread_stick_hard_whole_wheat	Bread_stick_hard_whole_wheat	51306000.
51320010	Roll_wheat_or_cracked_wheat	Roll_wheat_or_cracked_wheat	51320010.
51320060	Roll_wheat_or_cracked_wheat_hot_dog_bun	Roll_wheat_or_cracked_wheat_hot_dog_bun	51320060.
51320070	Roll_wheat_or_cracked_wheat_hamburger_bun	Roll_wheat_or_cracked_wheat_hamburger_bun	51320070.
51320500	Roll_whole_wheat	Roll_whole_wheat	51320500.
51320550	Roll_whole_wheat_hot_dog_bun	Roll_whole_wheat_hot_dog_bun	51320550.
51320560	Roll_whole_wheat_hamburger_bun	Roll_whole_wheat_hamburger_bun	51320560.
51320700	Roll_whole_grain_white	Roll_whole_grain_white	51320700.
51320710	Roll_whole_grain_white_hot_dog_bun	Roll_whole_grain_white_hot_dog_bun	51320710.
51320720	Roll_whole_grain_white_hamburger_bun	Roll_whole_grain_white_hamburger_bun	51320720.
51401010	Bread_rye	Bread_rye	51401010.
51401020	Bread_rye_toasted	Bread_rye_toasted	51401020.
51401030	Bread_marble_rye_and_pumpernickel	Bread_marble_rye_and_pumpernickel	51401030.
51401040	Bread_marble_rye_and_pumpernickel_toasted	Bread_marble_rye_and_pumpernickel_toasted	51401040.
51401060	Bread_rye_reduced_calorie_andor_high_fiber	Bread_rye_reduced_calorie_andor_high_fiber	51401060.
51401070	Bread_rye_reduced_calorie_andor_high_fiber_toasted	Bread_rye_reduced_calorie_andor_high_fiber_toasted	51401070.
51401200	Muffin_English_rye	Muffin_English_rye	51401200.
51404010	Bread_pumpernickel	Bread_pumpernickel	51404010.
51404020	Bread_pumpernickel_toasted	Bread_pumpernickel_toasted	51404020.
51404500	Bagel_pumpernickel	Bagel_pumpernickel	51404500.
51404550	Muffin_English_pumpernickel	Muffin_English_pumpernickel	51404550.
51407010	Bread_black	Bread_black	51407010.
51407020	Bread_black_toasted	Bread_black_toasted	51407020.
51420000	Roll_rye	Roll_rye	51420000.
51421000	Roll_pumpernickel	Roll_pumpernickel	51421000.
51501010	Bread_oatmeal	Bread_oatmeal	51501010.
51501020	Bread_oatmeal_toasted	Bread_oatmeal_toasted	51501020.
51501040	Bread_oat_bran	Bread_oat_bran	51501040.
51501050	Bread_oat_bran_toasted	Bread_oat_bran_toasted	51501050.
51501060	Bread_oat_bran_reduced_calorie_andor_high_fiber	Bread_oat_bran_reduced_calorie_andor_high_fiber	51501060.
51501070	Bread_oat_bran_reduced_calorie_andor_high_fiber_toasted	Bread_oat_bran_reduced_calorie_andor_high_fiber_toasted	51501070.
51501080	Bagel_oat_bran	Bagel_oat_bran	51501080.
51502010	Roll_oatmeal	Roll_oatmeal	51502010.
51503000	Muffin_English_oat_bran	Muffin_English_oat_bran	51503000.
51503040	Muffin_English_oat_bran_with_raisins	Muffin_English_oat_bran_with_raisins	51503040.
51601010	Bread_multigrain_toasted	Bread_multigrain_toasted	51601010.
51601020	Bread_multigrain	Bread_multigrain	51601020.
51601210	Bread_multigrain_with_raisins	Bread_multigrain_with_raisins	51601210.
51601220	Bread_multigrain_with_raisins_toasted	Bread_multigrain_with_raisins_toasted	51601220.
51602010	Bread_multigrain_reduced_calorie_andor_high_fiber	Bread_multigrain_reduced_calorie_andor_high_fiber	51602010.
51602020	Bread_multigrain_reduced_calorie_andor_high_fiber_toasted	Bread_multigrain_reduced_calorie_andor_high_fiber_toasted	51602020.
51620000	Roll_multigrain	Roll_multigrain	51620000.
51620020	Roll_multigrain_hot_dog_bun	Roll_multigrain_hot_dog_bun	51620020.
51620030	Roll_multigrain_hamburger_bun	Roll_multigrain_hamburger_bun	51620030.
51630000	Bagel_multigrain	Bagel_multigrain	51630000.
51630100	Bagel_multigrain_with_raisins	Bagel_multigrain_with_raisins	51630100.
51630200	Muffin_English_multigrain	Muffin_English_multigrain	51630200.
51801010	Bread_barley	Bread_barley	51801010.
51801020	Bread_barley_toasted	Bread_barley_toasted	51801020.
51804010	Bread_soy	Bread_soy	51804010.
51804020	Bread_soy_toasted	Bread_soy_toasted	51804020.
51805010	Bread_sunflower_meal	Bread_sunflower_meal	51805010.
51805020	Bread_sunflower_meal_toasted	Bread_sunflower_meal_toasted	51805020.
51806010	Bread_rice	Bread_rice	51806010.
51806020	Bread_rice_toasted	Bread_rice_toasted	51806020.
51807000	Injera_Americanstyle_Ethiopian_bread	Injera_Americanstyle_Ethiopian_bread	51807000.
51808000	Bread_gluten_free	Bread_gluten_free	51808000.
51808010	Bread_gluten_free_toasted	Bread_gluten_free_toasted	51808010.
51808100	Roll_gluten_free	Roll_gluten_free	51808100.
52101000	Biscuit_baking_powder_or_buttermilk_type_NS_as_to_made_from_mix_refrigerated_dough_or_home_recipe	Biscuit_baking_powder_or_buttermilk_type_NS_as_to_made_from_mix_refrigerated_dough_or_home_recipe	52101000.
52101030	Biscuit_dough_fried	Biscuit_dough_fried	52101030.
52101040	Crumpet	Crumpet	52101040.
52101050	Crumpet_toasted	Crumpet_toasted	52101050.
52101100	Biscuit_baking_powder_or_buttermilk_type_made_from_mix	Biscuit_baking_powder_or_buttermilk_type_made_from_mix	52101100.
52101150	Biscuit_baking_powder_or_buttermilk_type_made_from_refrigerated_dough_lowfat	Biscuit_baking_powder_or_buttermilk_type_made_from_refrigerated_dough_lowfat	52101150.
52102040	Biscuit_baking_powder_or_buttermilk_type_made_from_refrigerated_dough	Biscuit_baking_powder_or_buttermilk_type_made_from_refrigerated_dough	52102040.
52103000	Biscuit_baking_powder_or_buttermilk_type_commercially_baked	Biscuit_baking_powder_or_buttermilk_type_commercially_baked	52103000.
52104010	Biscuit_baking_powder_or_buttermilk_type_made_from_home_recipe	Biscuit_baking_powder_or_buttermilk_type_made_from_home_recipe	52104010.
52104040	Biscuit_whole_wheat	Biscuit_whole_wheat	52104040.
52104100	Biscuit_cheese	Biscuit_cheese	52104100.
52104200	Biscuit_cinnamonraisin	Biscuit_cinnamonraisin	52104200.
52105100	Scone	Scone	52105100.
52105200	Scone_with_fruit	Scone_with_fruit	52105200.
52201000	Cornbread_prepared_from_mix	Cornbread_prepared_from_mix	52201000.
52202060	Cornbread_made_from_home_recipe	Cornbread_made_from_home_recipe	52202060.
52204000	Cornbread_stuffing	Cornbread_stuffing	52204000.
52206010	Cornbread_muffin_stick_round	Cornbread_muffin_stick_round	52206010.
52206060	Cornbread_muffin_stick_round_made_from_home_recipe	Cornbread_muffin_stick_round_made_from_home_recipe	52206060.
52207010	Corn_flour_patty_or_tart_fried	Corn_flour_patty_or_tart_fried	52207010.
52208010	Corn_pone_baked	Corn_pone_baked	52208010.
52208020	Corn_pone_fried	Corn_pone_fried	52208020.
52208760	Gorditasope_shell_plain_no_filling	Gorditasope_shell_plain_no_filling	52208760.
52209010	Hush_puppy	Hush_puppy	52209010.
52211010	Johnnycake	Johnnycake	52211010.
52213010	Spoonbread	Spoonbread	52213010.
52215000	Tortilla_NFS	Tortilla_NFS	52215000.
52215100	Tortilla_corn	Tortilla_corn	52215100.
52215200	Tortilla_flour_wheat	Tortilla_flour_wheat	52215200.
52215260	Tortilla_whole_wheat	Tortilla_whole_wheat	52215260.
52215300	Taco_shell_corn	Taco_shell_corn	52215300.
52215350	Taco_shell_flour	Taco_shell_flour	52215350.
52220110	Cornmeal_bread_Dominican_style_Arepa_Dominicana	Cornmeal_bread_Dominican_style_Arepa_Dominicana	52220110.
52301000	Muffin_NFS	Muffin_NFS	52301000.
52302010	Muffin_fruit	Muffin_fruit	52302010.
52302020	Muffin_fruit_low_fat	Muffin_fruit_low_fat	52302020.
52302500	Muffin_chocolate_chip	Muffin_chocolate_chip	52302500.
52302600	Muffin_chocolate	Muffin_chocolate	52302600.
52303010	Muffin_whole_wheat	Muffin_whole_wheat	52303010.
52303500	Muffin_wheat	Muffin_wheat	52303500.
52304000	Muffin_whole_grain	Muffin_whole_grain	52304000.
52304010	Muffin_wheat_bran	Muffin_wheat_bran	52304010.
52304040	Muffin_bran_with_fruit_lowfat	Muffin_bran_with_fruit_lowfat	52304040.
52304100	Muffin_oatmeal	Muffin_oatmeal	52304100.
52304150	Muffin_oat_bran	Muffin_oat_bran	52304150.
52306010	Muffin_plain	Muffin_plain	52306010.
52306300	Muffin_cheese	Muffin_cheese	52306300.
52306500	Muffin_pumpkin	Muffin_pumpkin	52306500.
52306550	Muffin_zucchini	Muffin_zucchini	52306550.
52306700	Muffin_carrot	Muffin_carrot	52306700.
52311010	Popover	Popover	52311010.
52401000	Bread_Boston_Brown	Bread_Boston_Brown	52401000.
52403000	Bread_nut	Bread_nut	52403000.
52404060	Bread_pumpkin	Bread_pumpkin	52404060.
52405010	Bread_fruit	Bread_fruit	52405010.
52407000	Bread_zucchini	Bread_zucchini	52407000.
52408000	Bread_Irish_soda	Bread_Irish_soda	52408000.
53100050	Cake_batter_raw_chocolate	Cake_batter_raw_chocolate	53100050.
53100070	Cake_batter_raw_not_chocolate	Cake_batter_raw_not_chocolate	53100070.
53100100	Cake_or_cupcake_NS_as_to_type	Cake_or_cupcake_NS_as_to_type	53100100.
53101100	Cake_angel_food_without_icing_or_filling	Cake_angel_food_without_icing_or_filling	53101100.
53101200	Cake_angel_food_with_icing_or_filling	Cake_angel_food_with_icing_or_filling	53101200.
53101250	Cake_angel_food_with_fruit_and_icing_or_filling	Cake_angel_food_with_fruit_and_icing_or_filling	53101250.
53102100	Cake_or_cupcake_applesauce_without_icing_or_filling	Cake_or_cupcake_applesauce_without_icing_or_filling	53102100.
53102200	Cake_or_cupcake_applesauce_with_icing_or_filling	Cake_or_cupcake_applesauce_with_icing_or_filling	53102200.
53102600	Cake_or_cupcake_banana_without_icing_or_filling	Cake_or_cupcake_banana_without_icing_or_filling	53102600.
53102700	Cake_or_cupcake_banana_with_icing_or_filling	Cake_or_cupcake_banana_with_icing_or_filling	53102700.
53102800	Cake_or_cupcake_black_forest_chocolatecherry	Cake_or_cupcake_black_forest_chocolatecherry	53102800.
53103000	Cake_Boston_cream_pie	Cake_Boston_cream_pie	53103000.
53104100	Cake_or_cupcake_carrot_without_icing_or_filling	Cake_or_cupcake_carrot_without_icing_or_filling	53104100.
53104260	Cake_or_cupcake_carrot_with_icing_or_filling	Cake_or_cupcake_carrot_with_icing_or_filling	53104260.
53104300	Cake_carrot_diet	Cake_carrot_diet	53104300.
53104400	Cake_or_cupcake_coconut_with_icing_or_filling	Cake_or_cupcake_coconut_with_icing_or_filling	53104400.
53104500	Cheesecake	Cheesecake	53104500.
53104550	Cheesecake_with_fruit	Cheesecake_with_fruit	53104550.
53104600	Cheesecake_chocolate	Cheesecake_chocolate	53104600.
53105270	Cake_or_cupcake_chocolate_devils_food_or_fudge_with_icing_or_filling	Cake_or_cupcake_chocolate_devils_food_or_fudge_with_icing_or_filling	53105270.
53105275	Cake_or_cupcake_chocolate_devils_food_or_fudge_without_icing_or_filling	Cake_or_cupcake_chocolate_devils_food_or_fudge_without_icing_or_filling	53105275.
53105300	Cake_or_cupcake_German_chocolate_with_icing_or_filling	Cake_or_cupcake_German_chocolate_with_icing_or_filling	53105300.
53105500	Cake_chocolate_with_icing_diet	Cake_chocolate_with_icing_diet	53105500.
53106500	Cake_cream_without_icing_or_topping	Cake_cream_without_icing_or_topping	53106500.
53108200	Snack_cake_chocolate_with_icing_or_filling	Snack_cake_chocolate_with_icing_or_filling	53108200.
53108220	Snack_cake_chocolate_with_icing_or_filling_reduced_fat_and_calories	Snack_cake_chocolate_with_icing_or_filling_reduced_fat_and_calories	53108220.
53109200	Snack_cake_not_chocolate_with_icing_or_filling	Snack_cake_not_chocolate_with_icing_or_filling	53109200.
53109220	Snack_cake_not_chocolate_with_icing_or_filling_reduced_fat_and_calories	Snack_cake_not_chocolate_with_icing_or_filling_reduced_fat_and_calories	53109220.
53109300	Cake_Dobos_Torte_nonchocolate_layer_cake_with_chocolate_filling_and_icing	Cake_Dobos_Torte_nonchocolate_layer_cake_with_chocolate_filling_and_icing	53109300.
53110000	Cake_fruit_cake_light_or_dark_holiday_type_cake	Cake_fruit_cake_light_or_dark_holiday_type_cake	53110000.
53111000	Cake_or_cupcake_gingerbread	Cake_or_cupcake_gingerbread	53111000.
53112000	Cake_ice_cream_and_cake_roll_chocolate	Cake_ice_cream_and_cake_roll_chocolate	53112000.
53112100	Cake_ice_cream_and_cake_roll_not_chocolate	Cake_ice_cream_and_cake_roll_not_chocolate	53112100.
53113000	Cake_jelly_roll	Cake_jelly_roll	53113000.
53114000	Cake_or_cupcake_lemon_without_icing_or_filling	Cake_or_cupcake_lemon_without_icing_or_filling	53114000.
53114100	Cake_or_cupcake_lemon_with_icing_or_filling	Cake_or_cupcake_lemon_with_icing_or_filling	53114100.
53115100	Cake_or_cupcake_marble_without_icing_or_filling	Cake_or_cupcake_marble_without_icing_or_filling	53115100.
53115200	Cake_or_cupcake_marble_with_icing_or_filling	Cake_or_cupcake_marble_with_icing_or_filling	53115200.
53115310	Cake_or_cupcake_nut_without_icing_or_filling	Cake_or_cupcake_nut_without_icing_or_filling	53115310.
53115320	Cake_or_cupcake_nut_with_icing_or_filling	Cake_or_cupcake_nut_with_icing_or_filling	53115320.
53115410	Cake_or_cupcake_oatmeal	Cake_or_cupcake_oatmeal	53115410.
53115450	Cake_or_cupcake_peanut_butter	Cake_or_cupcake_peanut_butter	53115450.
53116000	Cake_pound_without_icing_or_filling	Cake_pound_without_icing_or_filling	53116000.
53116020	Cake_pound_with_icing_or_filling	Cake_pound_with_icing_or_filling	53116020.
53116270	Cake_pound_chocolate	Cake_pound_chocolate	53116270.
53116350	Cake_pound_Puerto_Rican_style_Ponque	Cake_pound_Puerto_Rican_style_Ponque	53116350.
53116390	Cake_pound_reduced_fat_cholesterol_free	Cake_pound_reduced_fat_cholesterol_free	53116390.
53116500	Cake_or_cupcake_pumpkin_without_icing_or_filling	Cake_or_cupcake_pumpkin_without_icing_or_filling	53116500.
53116510	Cake_or_cupcake_pumpkin_with_icing_or_filling	Cake_or_cupcake_pumpkin_with_icing_or_filling	53116510.
53116550	Cake_or_cupcake_raisinnut	Cake_or_cupcake_raisinnut	53116550.
53116570	Cake_Ravani_made_with_farina	Cake_Ravani_made_with_farina	53116570.
53116600	Cake_rice_flour_without_icing_or_filling	Cake_rice_flour_without_icing_or_filling	53116600.
53116650	Cake_Quezadilla_El_Salvadorian_style	Cake_Quezadilla_El_Salvadorian_style	53116650.
53117100	Cake_or_cupcake_spice_without_icing_or_filling	Cake_or_cupcake_spice_without_icing_or_filling	53117100.
53117200	Cake_or_cupcake_spice_with_icing_or_filling	Cake_or_cupcake_spice_with_icing_or_filling	53117200.
53118100	Cake_sponge_without_icing_or_filling	Cake_sponge_without_icing_or_filling	53118100.
53118200	Cake_sponge_with_icing_or_filling	Cake_sponge_with_icing_or_filling	53118200.
53118300	Cake_sponge_chocolate	Cake_sponge_chocolate	53118300.
53118410	Rum_cake_without_icing_Sopa_Borracha	Rum_cake_without_icing_Sopa_Borracha	53118410.
53118500	Cake_torte	Cake_torte	53118500.
53118550	Cake_tres_leche	Cake_tres_leche	53118550.
53119000	Cake_upside_down_all_fruits	Cake_upside_down_all_fruits	53119000.
53120270	Cake_or_cupcake_white_with_icing_or_filling	Cake_or_cupcake_white_with_icing_or_filling	53120270.
53120275	Cake_or_cupcake_white_without_icing_or_filling	Cake_or_cupcake_white_without_icing_or_filling	53120275.
53121270	Cake_or_cupcake_yellow_with_icing_or_filling	Cake_or_cupcake_yellow_with_icing_or_filling	53121270.
53121275	Cake_or_cupcake_yellow_without_icing_or_filling	Cake_or_cupcake_yellow_without_icing_or_filling	53121275.
53122070	Cake_shortcake_biscuit_type_with_whipped_cream_and_fruit	Cake_shortcake_biscuit_type_with_whipped_cream_and_fruit	53122070.
53122080	Cake_shortcake_biscuit_type_with_fruit	Cake_shortcake_biscuit_type_with_fruit	53122080.
53123070	Cake_shortcake_sponge_type_with_whipped_cream_and_fruit	Cake_shortcake_sponge_type_with_whipped_cream_and_fruit	53123070.
53123080	Cake_shortcake_sponge_type_with_fruit	Cake_shortcake_sponge_type_with_fruit	53123080.
53123500	Cake_shortcake_with_whipped_topping_and_fruit_diet	Cake_shortcake_with_whipped_topping_and_fruit_diet	53123500.
53124110	Cake_or_cupcake_zucchini	Cake_or_cupcake_zucchini	53124110.
53200100	Cookie_batter_or_dough_raw	Cookie_batter_or_dough_raw	53200100.
53201000	Cookie_NFS	Cookie_NFS	53201000.
53202000	Cookie_almond	Cookie_almond	53202000.
53203000	Cookie_applesauce	Cookie_applesauce	53203000.
53203500	Cookie_biscotti_Italian_sugar_cookie	Cookie_biscotti_Italian_sugar_cookie	53203500.
53204000	Cookie_brownie_NS_as_to_icing	Cookie_brownie_NS_as_to_icing	53204000.
53204010	Cookie_brownie_without_icing	Cookie_brownie_without_icing	53204010.
53204100	Cookie_brownie_with_icing_or_filling	Cookie_brownie_with_icing_or_filling	53204100.
53204840	Cookie_brownie_reduced_fat_NS_as_to_icing	Cookie_brownie_reduced_fat_NS_as_to_icing	53204840.
53204860	Cookie_brownie_fat_free_NS_as_to_icing	Cookie_brownie_fat_free_NS_as_to_icing	53204860.
53205250	Cookie_butterscotch_brownie	Cookie_butterscotch_brownie	53205250.
53205260	Cookie_bar_with_chocolate	Cookie_bar_with_chocolate	53205260.
53206000	Cookie_chocolate_chip	Cookie_chocolate_chip	53206000.
53206020	Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery	Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery	53206020.
53206030	Cookie_chocolate_chip_reduced_fat	Cookie_chocolate_chip_reduced_fat	53206030.
53206100	Cookie_chocolate_chip_sandwich	Cookie_chocolate_chip_sandwich	53206100.
53206500	Cookie_chocolate_made_with_rice_cereal	Cookie_chocolate_made_with_rice_cereal	53206500.
53206550	Cookie_chocolate_made_with_oatmeal_and_coconut_nobake	Cookie_chocolate_made_with_oatmeal_and_coconut_nobake	53206550.
53207000	Cookie_chocolate_or_fudge	Cookie_chocolate_or_fudge	53207000.
53207020	Cookie_chocolate_or_fudge_reduced_fat	Cookie_chocolate_or_fudge_reduced_fat	53207020.
53207050	Cookie_chocolate_with_chocolate_filling_or_coating_fat_free	Cookie_chocolate_with_chocolate_filling_or_coating_fat_free	53207050.
53208000	Cookie_marshmallow_chocolatecovered	Cookie_marshmallow_chocolatecovered	53208000.
53208200	Cookie_marshmallow_pie_chocolate_covered	Cookie_marshmallow_pie_chocolate_covered	53208200.
53209005	Cookie_chocolate_with_icing_or_coating	Cookie_chocolate_with_icing_or_coating	53209005.
53209010	Cookie_sugar_wafer_chocolatecovered	Cookie_sugar_wafer_chocolatecovered	53209010.
53209015	Cookie_chocolate_sandwich	Cookie_chocolate_sandwich	53209015.
53209020	Cookie_chocolate_sandwich_reduced_fat	Cookie_chocolate_sandwich_reduced_fat	53209020.
53209100	Cookie_chocolate_sandwich_with_extra_filling	Cookie_chocolate_sandwich_with_extra_filling	53209100.
53209500	Cookie_chocolate_and_vanilla_sandwich	Cookie_chocolate_and_vanilla_sandwich	53209500.
53210000	Cookie_chocolate_wafer	Cookie_chocolate_wafer	53210000.
53210900	Cookie_graham_cracker_with_chocolate_and_marshmallow	Cookie_graham_cracker_with_chocolate_and_marshmallow	53210900.
53211000	Cookie_bar_with_chocolate_nuts_and_graham_crackers	Cookie_bar_with_chocolate_nuts_and_graham_crackers	53211000.
53215500	Cookie_coconut	Cookie_coconut	53215500.
53220000	Cookie_fruitfilled_bar	Cookie_fruitfilled_bar	53220000.
53220010	Cookie_fruitfilled_bar_fat_free	Cookie_fruitfilled_bar_fat_free	53220010.
53220030	Cookie_fig_bar	Cookie_fig_bar	53220030.
53220040	Cookie_fig_bar_fat_free	Cookie_fig_bar_fat_free	53220040.
53222010	Cookie_fortune	Cookie_fortune	53222010.
53222020	Cookie_cone_shell_ice_cream_type_wafer_or_cake	Cookie_cone_shell_ice_cream_type_wafer_or_cake	53222020.
53223000	Cookie_gingersnaps	Cookie_gingersnaps	53223000.
53223100	Cookie_granola	Cookie_granola	53223100.
53224000	Cookie_ladyfinger	Cookie_ladyfinger	53224000.
