seqn	sddsrvyr	ridstatr	riagendr	ridageyr	ridagemn	ridreth1	ridreth3	ridexmon	ridexagy	ridexagm	dmqmiliz	dmqadfc	dmdborn4	dmdcitzn	dmdyrsus	dmdeduc3	dmdeduc2	dmdmartl	ridexprg	sialang	siaproxy	siaintrp	fialang	fiaproxy	fiaintrp	mialang	miaproxy	miaintrp	aialanga	wtint2yr	wtmec2yr	sdmvpsu	sdmvstra	indhhin2	indfmin2	indfmpir	dmdhhsiz	dmdfmsiz	dmdhhsza	dmdhhszb	dmdhhsze	dmdhrgnd	dmdhrage	dmdhrbr4	dmdhredu	dmdhrmar	dmdhsedu
66556	7	2	1	60	NA	3	3	2	NA	NA	1	1	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	121588.761604	120347.630506	1	91	10	10	3.51	3	3	0	0	1	1	21	1	4	5	NA
66558	7	2	2	54	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	159097.269198	162641.73095	1	97	15	15	5	3	3	0	0	1	1	64	1	3	1	3
66561	7	2	2	42	NA	1	1	1	NA	NA	2	NA	2	2	4	NA	2	3	2	2	2	2	1	2	2	2	2	2	2	32208.300114	36103.843028	1	102	3	3	0.54	3	3	0	2	0	2	42	2	2	3	NA
66562	7	2	2	26	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	97925.559493	98801.080755	1	94	10	10	4.3	2	2	0	0	0	1	27	1	5	1	5
66563	7	2	2	73	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	15226.654411	15756.489509	1	96	7	7	2.64	2	2	0	0	2	1	68	NA	NA	1	4
66564	7	2	2	47	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	105873.555835	105977.518969	1	98	9	9	2.88	6	3	1	3	0	1	51	1	2	1	3
66565	7	2	2	66	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	37934.469637	38685.959862	1	94	3	3	0.8	2	2	0	0	1	2	66	1	4	3	NA
66568	7	2	2	52	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	126314.769628	126413.297707	2	95	15	15	5	2	2	0	1	0	2	52	1	5	3	NA
66575	7	2	1	38	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	107347.639721	114331.46987	3	92	15	15	5	4	4	2	0	0	1	38	1	5	1	5
66578	7	2	2	18	NA	2	2	1	18	223	2	NA	1	1	NA	15	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	16781.078148	17658.768186	2	103	12	12	NA	4	4	0	1	0	2	50	2	3	1	4
66582	7	2	1	55	NA	5	6	2	NA	NA	2	NA	2	1	9	NA	5	2	NA	1	2	2	1	2	2	1	2	2	1	15215.995952	15234.024078	1	90	10	10	5	1	1	0	0	0	1	55	2	5	2	NA
66583	7	2	1	64	NA	1	1	1	NA	NA	1	1	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	9611.684527	9576.156071	1	98	12	6	1.98	3	2	0	0	1	1	64	1	4	1	3
66584	7	2	1	44	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	NA	NA	NA	1	2	2	1	122586.881737	126968.15893	1	90	7	7	1.89	3	3	0	0	1	2	75	1	4	3	NA
66586	7	2	1	29	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	2	5	NA	1	2	2	1	2	2	NA	NA	NA	NA	17265.374984	16862.072044	2	93	8	8	1.67	5	5	1	1	0	2	31	1	4	5	NA
66587	7	2	1	47	NA	2	2	2	NA	NA	2	NA	2	2	3	NA	4	1	NA	2	2	2	1	2	2	2	2	2	2	36610.126289	37722.018472	1	96	8	8	2.17	4	4	0	0	2	1	80	NA	NA	1	NA
66589	7	2	1	23	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	136372.590634	138491.991585	1	98	8	8	2.97	2	2	0	0	0	1	23	1	3	1	5
66591	7	2	1	34	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	80355.847074	82974.223453	1	98	15	15	3.7	5	5	2	1	0	1	34	1	5	1	5
66594	7	2	1	61	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	3	3	NA	2	2	2	2	2	2	1	2	2	1	9430.93681	9879.499027	2	98	3	3	1.19	1	1	0	0	1	1	61	1	3	3	NA
66599	7	2	2	31	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	6	2	1	2	2	1	2	2	1	2	2	1	66503.043118	73915.916489	2	98	7	7	1.61	4	4	1	1	0	1	43	NA	NA	6	NA
66600	7	2	2	64	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	10325.56467	10786.590089	1	96	14	14	5	3	2	0	0	1	2	64	1	4	3	NA
66602	7	2	2	40	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	NA	NA	NA	NA	105873.555835	110835.841786	1	98	15	15	4.34	4	4	1	1	0	1	41	1	5	1	5
66603	7	2	2	34	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	2	2	1	2	2	1	2	2	1	2	2	1	24919.497762	30093.052062	1	98	3	3	0.5	5	5	0	3	0	2	56	1	3	3	NA
66608	7	2	2	18	NA	5	6	2	18	219	2	NA	2	2	3	11	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	8501.305782	9245.625446	1	93	7	7	1.64	5	5	0	2	0	1	47	2	5	1	1
66609	7	2	1	49	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	26792.151435	27749.707744	1	97	3	3	0.73	3	3	0	0	0	2	50	1	4	1	3
66612	7	2	1	64	NA	2	2	2	NA	NA	2	NA	2	1	5	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	10739.724778	10911.761454	2	99	15	15	5	2	2	0	0	2	1	64	2	5	1	4
66614	7	2	2	44	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	1	2	1	2	2	1	2	2	1	2	2	1	126334.218747	128844.689973	1	95	9	9	4.08	2	2	0	0	0	1	51	NA	NA	1	3
66619	7	2	2	72	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	72551.269339	74475.92188	1	95	6	6	2.04	2	2	0	0	2	2	72	1	3	1	NA
66620	7	2	1	64	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	157269.814945	159287.072954	1	92	15	15	5	3	3	0	0	2	2	61	1	5	1	5
66623	7	2	1	62	NA	5	6	2	NA	NA	2	NA	2	1	6	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	7289.557268	7804.776102	3	90	12	12	NA	4	4	0	0	1	1	62	2	4	3	NA
66628	7	2	2	41	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	133853.800452	133985.238945	3	91	8	8	3.4	2	2	0	0	0	1	33	2	5	1	4
66630	7	2	1	58	NA	5	6	1	NA	NA	2	NA	2	1	7	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	14897.510053	15360.906039	1	101	14	14	5	2	2	0	0	0	1	58	2	3	1	1
66631	7	2	2	69	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	2	3	NA	1	2	2	1	2	2	1	2	2	1	10192.188896	10604.379638	1	99	3	3	1.01	1	1	0	0	1	2	69	1	2	3	NA
66632	7	2	1	58	NA	3	3	2	NA	NA	1	1	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	174520.785302	181786.280703	1	95	8	8	3.47	2	2	0	0	0	1	58	1	2	1	4
66633	7	2	1	41	NA	5	6	1	NA	NA	2	NA	2	1	6	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	19564.598892	20184.074944	3	92	15	15	5	3	3	1	0	0	1	41	2	5	1	3
66635	7	2	1	78	NA	5	6	2	NA	NA	2	NA	2	2	8	NA	5	1	NA	1	2	1	1	2	1	1	2	2	NA	8637.841003	9256.016034	1	96	9	9	3.97	2	2	0	0	1	1	78	2	5	1	5
66636	7	2	2	19	NA	4	4	1	19	232	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	16537.460749	16413.673958	2	100	8	8	2.67	3	3	0	0	1	1	61	1	3	1	4
66640	7	2	2	32	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	1	2	1	2	2	1	2	2	1	2	2	1	85420.170155	90189.982607	1	91	7	7	2.05	3	3	0	1	0	2	32	1	3	1	NA
66641	7	2	2	46	NA	3	3	2	NA	NA	2	NA	2	1	8	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	21224.321717	21245.16306	1	94	7	7	0.94	7	7	1	4	0	2	46	2	5	1	5
66642	7	2	1	41	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	126717.185106	132638.866244	2	91	14	14	4.19	3	3	0	1	0	2	31	1	4	1	3
66643	7	2	1	39	NA	5	6	2	NA	NA	2	NA	2	2	6	NA	2	6	NA	1	2	2	1	2	2	1	2	2	1	15875.759889	17102.194972	1	96	6	6	1.34	3	3	1	0	0	2	42	2	4	6	NA
66644	7	2	2	63	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	6	NA	1	2	2	1	2	2	1	2	2	1	32647.160346	32536.716665	1	99	4	4	1.16	2	2	0	0	2	2	63	1	5	6	NA
66646	7	2	2	70	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	81416.374938	85457.008484	1	97	15	15	5	1	1	0	0	1	2	70	1	4	2	NA
66647	7	2	1	19	NA	3	3	1	19	229	2	NA	2	1	99	15	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	110478.18082	109645.964567	2	101	3	3	1.15	2	1	0	0	0	1	20	2	4	5	NA
66649	7	2	2	53	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	4	NA	1	2	2	1	2	2	1	2	2	1	15521.115746	15096.339697	2	100	7	7	1.34	5	5	0	2	0	2	53	1	4	4	NA
66650	7	2	1	25	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	2	5	NA	1	2	2	1	2	2	1	2	2	1	16088.355002	16260.034828	1	96	1	1	0.2	2	2	0	0	0	1	25	1	2	5	NA
66653	7	2	1	42	NA	3	3	2	NA	NA	1	2	1	1	NA	NA	2	6	NA	1	2	2	1	2	2	1	2	2	1	19436.026093	20405.866121	2	97	5	5	1.08	3	3	0	1	0	2	45	1	4	6	NA
66654	7	2	1	47	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	28542.421068	28714.346279	2	101	5	5	1.5	2	2	0	0	0	1	47	1	4	3	NA
66660	7	2	1	37	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	18289.793332	19167.642325	1	99	2	2	0.31	4	4	1	0	1	2	67	1	3	3	NA
66661	7	2	1	68	NA	3	3	2	NA	NA	1	2	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	20250.944593	20440.871021	2	95	6	6	1.36	3	3	0	0	2	2	60	1	5	1	4
66662	7	2	1	36	NA	3	3	2	NA	NA	1	1	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	18955.147124	22251.142446	1	90	2	2	0.63	2	2	0	0	1	1	36	1	4	5	NA
66663	7	2	1	62	NA	5	6	2	NA	NA	2	NA	2	1	9	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	9355.567184	9645.104203	2	97	15	15	5	2	2	0	0	1	2	58	2	5	1	5
66665	7	2	2	27	NA	3	3	1	NA	NA	2	NA	2	2	2	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	116919.871791	121727.422593	2	92	10	8	4.59	2	1	0	0	0	2	27	2	5	1	NA
66668	7	2	2	64	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	99831.393624	101809.075589	1	100	15	15	5	2	2	0	0	2	1	79	1	5	1	4
66671	7	2	1	46	NA	2	2	1	NA	NA	2	NA	2	1	5	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	28726.575428	29019.719154	2	100	14	14	3.58	4	4	0	1	0	1	46	2	5	1	5
66672	7	2	1	60	NA	1	1	2	NA	NA	1	1	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	2	2	2	2	8961.035147	9135.681188	2	94	15	15	5	2	2	0	0	1	1	60	1	5	1	5
66677	7	2	2	18	NA	2	2	2	18	219	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	2	2	2	1	2	2	1	18368.872199	19023.186366	2	91	10	10	2.95	4	4	0	1	0	2	18	1	3	NA	NA
66680	7	2	2	56	NA	4	4	2	NA	NA	2	NA	2	1	7	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	15892.013862	19604.056525	3	90	12	12	NA	2	2	0	0	0	2	56	2	4	1	5
66685	7	2	1	29	NA	1	1	1	NA	NA	2	NA	2	2	5	NA	2	6	NA	2	2	2	2	2	2	2	2	2	2	33592.259589	37970.446859	1	103	13	13	NA	4	4	2	0	0	2	27	2	2	6	NA
66686	7	2	1	50	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	130229.183917	130070.387937	2	103	77	77	NA	2	1	0	0	0	1	50	1	5	5	NA
66693	7	2	1	18	NA	5	6	2	19	229	2	NA	1	1	NA	15	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	11506.937395	12095.740214	1	97	9	9	1.78	6	6	0	1	1	1	45	2	3	1	3
66695	7	2	1	60	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	21102.441005	21214.570635	1	98	2	2	0.67	1	1	0	0	1	1	60	1	3	3	NA
66698	7	2	1	21	NA	3	3	2	NA	NA	2	NA	2	1	6	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	100807.076657	102674.431164	1	97	15	15	5	4	4	0	0	1	1	60	1	5	1	5
66699	7	2	1	33	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	105412.227726	111169.022023	2	101	7	7	1.88	4	4	0	2	0	2	36	1	4	1	5
66701	7	2	1	75	NA	2	2	1	NA	NA	2	NA	2	1	8	NA	1	1	NA	2	2	2	1	2	2	1	2	2	NA	13928.293734	14290.365569	2	92	5	5	1.36	2	2	0	0	2	1	75	2	1	1	1
66702	7	2	1	47	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	NA	NA	NA	1	2	2	1	18533.049642	19445.722605	1	99	13	13	NA	4	4	1	0	0	2	26	1	4	4	NA
66708	7	2	2	55	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	20842.960361	20272.538073	3	91	12	12	NA	2	2	0	0	0	1	52	1	5	1	5
66710	7	2	1	66	NA	5	6	2	NA	NA	2	NA	2	1	3	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	9082.311855	9548.677283	1	96	7	7	1.83	3	3	0	0	1	1	66	2	5	1	3
66712	7	2	1	31	NA	5	6	2	NA	NA	2	NA	2	1	4	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	14221.330587	14963.406508	3	90	12	12	NA	4	4	0	0	1	1	62	2	4	3	NA
66713	7	2	2	60	NA	3	3	1	NA	NA	2	NA	2	1	6	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	35354.773526	36055.159401	2	103	5	5	1.2	3	3	0	0	2	1	66	2	2	1	2
66714	7	2	2	21	NA	1	1	1	NA	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	54951.692454	55140.36098	2	102	15	15	3.92	5	5	0	0	0	1	19	1	4	NA	NA
66715	7	2	1	64	NA	4	4	1	NA	NA	1	1	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	9535.353518	9609.942052	2	101	9	9	4.08	2	2	0	0	2	2	67	1	5	1	3
66716	7	2	1	30	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	21317.283165	21013.422419	2	96	4	4	0.65	5	5	0	3	0	1	30	1	4	1	2
66717	7	2	2	23	NA	2	2	2	NA	NA	2	NA	1	1	NA	NA	2	6	3	1	2	2	1	2	2	1	2	2	1	35710.33222	42634.350272	1	90	3	3	0.43	4	4	2	0	0	1	31	1	3	6	NA
66718	7	2	2	56	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	36950.912612	36817.49814	1	97	3	3	1.16	1	1	0	0	0	2	56	1	3	3	NA
66720	7	2	1	58	NA	4	4	2	NA	NA	2	NA	2	1	6	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	15044.515884	14996.530888	3	90	15	15	4.89	5	5	0	0	0	2	57	2	3	1	3
66721	7	2	2	47	NA	5	6	2	NA	NA	2	NA	2	2	6	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	12977.791943	13644.504126	2	100	15	15	5	3	3	0	1	0	1	48	2	5	1	5
66722	7	2	2	41	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	110070.015649	114078.798472	3	91	15	15	5	4	4	1	1	0	2	41	1	5	1	5
66724	7	2	1	31	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	22188.836739	23630.941535	1	95	6	6	1.35	3	3	1	0	0	1	31	1	5	1	5
66725	7	2	1	57	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	124263.643735	125259.229556	2	95	8	8	3.53	2	2	0	0	0	1	57	1	4	1	4
66726	7	2	1	18	NA	5	7	2	18	217	2	NA	1	1	NA	11	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	21852.102821	22875.024578	3	91	5	5	0.65	7	7	0	4	0	2	39	1	3	4	NA
66729	7	2	2	64	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	137143.403965	141946.841153	2	91	15	15	5	2	2	0	0	2	1	68	1	5	1	5
66731	7	2	1	46	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	117009.557742	134978.408148	2	99	14	14	5	1	1	0	0	0	1	46	1	5	5	NA
66735	7	2	1	24	NA	5	7	1	NA	NA	2	NA	2	1	4	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	27271.751091	27454.884133	2	101	6	4	1.74	3	1	0	0	0	1	21	1	4	5	NA
66736	7	2	2	55	NA	5	6	2	NA	NA	2	NA	2	1	6	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	16178.54595	16391.328992	1	93	15	15	5	3	3	0	0	1	1	63	1	5	1	5
66738	7	2	1	59	NA	2	2	2	NA	NA	2	NA	2	1	9	NA	5	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	27240.276328	26969.79863	1	90	15	15	5	2	2	0	0	1	2	63	1	5	1	5
66741	7	2	2	73	NA	3	3	2	NA	NA	2	NA	2	1	8	NA	4	3	NA	1	2	2	1	2	2	1	2	2	NA	19901.857177	20582.498016	2	94	1	1	0.08	1	1	0	0	1	2	73	2	4	3	NA
66743	7	2	2	68	NA	2	2	1	NA	NA	2	NA	2	2	4	NA	1	4	NA	2	2	2	2	2	2	2	2	1	2	8725.210615	9440.710379	2	93	4	4	0.94	3	3	0	1	1	2	68	2	1	4	NA
66744	7	2	1	80	NA	3	3	1	NA	NA	1	1	1	1	NA	NA	2	2	NA	1	2	2	1	2	2	1	2	2	NA	10479.637868	11727.843054	2	98	77	77	NA	1	1	0	0	1	1	80	1	2	2	NA
66747	7	2	1	59	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	152467.08796	157587.268357	1	94	9	9	3.97	2	2	0	0	0	1	59	1	3	5	NA
66748	7	2	1	73	NA	5	7	1	NA	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	NA	9662.124837	9885.036833	2	92	3	3	1.01	1	1	0	0	1	1	73	1	4	3	NA
66749	7	2	2	56	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	4	NA	1	2	2	1	2	2	1	2	2	1	16741.034883	16841.712651	2	95	2	2	0.7	1	1	0	0	0	2	56	1	3	4	NA
66750	7	2	2	73	NA	2	2	2	NA	NA	2	NA	2	1	6	NA	2	3	NA	2	2	2	1	2	2	2	2	2	NA	20922.745102	23195.943223	1	93	15	15	2.96	7	7	0	1	1	2	18	1	2	NA	NA
66752	7	2	2	51	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	21491.090123	20964.324934	1	97	14	14	5	3	3	0	0	0	2	51	1	5	1	4
66754	7	2	1	47	NA	4	4	2	NA	NA	1	1	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	1	19371.546331	19651.186711	2	95	12	12	NA	2	2	0	1	0	1	47	1	4	2	NA
66755	7	2	2	33	NA	1	1	2	NA	NA	2	NA	2	2	3	NA	1	6	3	2	2	2	2	2	2	1	2	2	2	27127.983961	26396.013964	2	90	6	6	0.96	5	5	1	1	0	1	39	2	2	1	NA
66758	7	2	2	80	NA	3	3	2	NA	NA	1	1	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	60071.993203	65791.533402	1	95	99	99	NA	1	1	0	0	1	2	80	1	4	2	NA
66759	7	2	2	57	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	12449.932013	12144.773422	3	90	7	7	2.23	3	3	0	0	0	2	51	1	4	3	NA
66763	7	2	2	80	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	54095.581484	61529.339683	2	91	7	7	1.61	4	4	0	0	3	1	65	1	3	6	NA
66765	7	2	1	80	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	2	NA	1	1	2	1	1	2	NA	NA	NA	NA	40859.270352	45390.978638	2	101	8	8	4.22	1	1	0	0	1	1	80	1	3	2	NA
66766	7	2	1	39	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	94698.084211	103561.845332	1	101	14	14	4.5	3	3	0	1	0	1	39	1	2	1	5
66769	7	2	2	24	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	18101.423817	17611.874146	2	99	9	9	2.43	4	4	0	2	0	2	49	1	3	3	NA
66770	7	2	2	22	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	6	2	1	2	2	1	2	2	1	2	2	1	59974.233027	60510.443557	2	97	6	6	2.85	2	1	0	0	0	1	22	1	3	6	NA
66771	7	2	2	31	NA	2	2	2	NA	NA	2	NA	2	2	5	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	37439.743351	39040.415193	1	98	3	3	0.4	7	7	2	3	0	2	31	2	5	1	2
66777	7	2	1	39	NA	2	2	1	NA	NA	2	NA	2	1	3	NA	1	1	NA	2	2	2	1	2	2	2	2	1	2	37631.514869	37347.497931	2	93	3	3	0.43	4	4	0	0	0	1	45	2	2	6	NA
66781	7	2	1	68	NA	2	2	2	NA	NA	2	NA	2	1	8	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	11243.205109	11633.337706	1	90	4	4	1.12	2	2	0	0	2	1	68	2	4	1	1
66782	7	2	2	19	NA	4	4	2	19	236	2	NA	1	1	NA	10	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	10848.628906	11198.221038	1	99	4	4	0.41	7	7	2	4	0	2	43	1	4	4	NA
66788	7	2	1	31	NA	2	2	1	NA	NA	2	NA	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	39040.678458	39049.131011	2	98	99	99	NA	4	4	1	0	1	2	68	1	9	2	NA
66789	7	2	2	38	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	30505.56355	32886.600907	1	97	6	6	1.03	6	6	2	2	0	2	38	1	5	1	4
66791	7	2	2	21	NA	4	4	1	NA	NA	2	NA	1	1	NA	NA	4	6	2	1	2	2	1	2	2	1	2	2	1	23845.8146	22808.13483	1	98	12	77	NA	4	1	0	0	0	1	21	1	4	6	NA
66793	7	2	1	50	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	16851.334496	17382.882475	2	101	7	7	2.64	2	2	0	0	1	2	70	1	3	4	NA
66795	7	2	1	23	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	2	6	NA	1	2	2	1	2	2	1	2	2	1	34810.007519	37700.123082	1	94	3	3	0.37	5	5	0	3	0	2	29	1	4	4	NA
66796	7	2	1	70	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	79632.40863	82653.579173	1	95	9	9	4.08	2	2	0	0	2	2	65	1	5	1	3
66797	7	2	2	30	NA	4	4	2	NA	NA	2	NA	2	1	4	NA	4	1	1	1	2	2	1	2	2	1	2	2	1	27303.803575	27793.15685	1	96	7	7	1.52	4	4	0	2	0	2	30	2	4	1	5
66798	7	2	2	56	NA	2	2	1	NA	NA	2	NA	2	2	6	NA	4	1	NA	1	2	2	1	2	2	2	2	2	2	34082.505027	35315.234687	2	92	2	2	0.4	3	3	0	0	0	1	50	2	4	1	4
66802	7	2	2	43	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	4	6	2	1	2	2	1	2	2	NA	NA	NA	NA	26763.110196	28578.287397	2	94	5	5	1.3	3	3	0	1	0	1	43	1	3	6	NA
66804	7	2	1	74	NA	4	4	2	NA	NA	2	NA	1	1	NA	NA	1	2	NA	1	2	2	1	2	2	1	2	2	NA	12824.368043	13581.00423	2	101	3	3	1.13	1	1	0	0	1	1	74	1	1	2	NA
66807	7	2	1	29	NA	5	6	1	NA	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	1	1	2	2	1	9177.295801	9603.338468	2	92	3	3	0.45	4	4	0	0	1	1	64	2	1	1	1
66811	7	2	1	29	NA	5	6	1	NA	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	9177.295801	9548.31812	2	92	77	77	NA	4	4	0	0	1	1	20	1	2	5	NA
66817	7	2	2	72	NA	3	3	1	NA	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	22820.082463	26177.958982	1	94	2	2	0.83	1	1	0	0	1	2	72	1	3	2	NA
66819	7	2	1	20	NA	3	3	2	NA	NA	2	NA	1	1	NA	NA	2	5	NA	1	2	2	1	2	2	1	2	2	1	102928.893739	104528.537732	1	101	6	6	0.97	7	7	2	1	0	1	43	1	2	1	NA
